match,teamInnings,battingPos,batsmanName,runs,balls,4s,6s,SR,out/not_out,match_id
Bangladesh Vs New Zealand,Bangladesh,1,Tamim Iqbal,11,13,1,0,84.61,out,T20I # 574
Bangladesh Vs New Zealand,Bangladesh,2,Imrul Kayes,0,2,0,0,0.00,out,T20I # 574
Bangladesh Vs New Zealand,Bangladesh,3,Sabbir Rahman,16,15,1,1,106.66,out,T20I # 574
Bangladesh Vs New Zealand,Bangladesh,4,Shakib Al Hasan,14,14,0,0,100.00,out,T20I # 574
Bangladesh Vs New Zealand,Bangladesh,5,Soumya Sarkar,0,1,0,0,0.00,out,T20I # 574
Bangladesh Vs New Zealand,Bangladesh,6,Mahmudullah,52,47,3,3,110.63,out,T20I # 574
Bangladesh Vs New Zealand,Bangladesh,7,Mosaddek Hossain,20,17,0,2,117.64,out,T20I # 574
Bangladesh Vs New Zealand,Bangladesh,8,Mashrafe Mortaza,1,3,0,0,33.33,out,T20I # 574
Bangladesh Vs New Zealand,Bangladesh,9,Nurul Hasan,7,6,1,0,116.66,not_out,T20I # 574
Bangladesh Vs New Zealand,Bangladesh,10,Rubel Hossain,2,2,0,0,100.00,not_out,T20I # 574
Bangladesh Vs New Zealand,New Zealand,1,Neil Broom,6,7,1,0,85.71,out,T20I # 574
Bangladesh Vs New Zealand,New Zealand,2,Kane Williamson,73,55,5,2,132.72,not_out,T20I # 574
Bangladesh Vs New Zealand,New Zealand,3,Colin Munro,0,2,0,0,0.00,out,T20I # 574
Bangladesh Vs New Zealand,New Zealand,4,Corey Anderson,13,14,1,0,92.85,out,T20I # 574
Bangladesh Vs New Zealand,New Zealand,5,Tom Bruce,7,9,0,0,77.77,out,T20I # 574
Bangladesh Vs New Zealand,New Zealand,6,Colin de Grandhomme,41,22,3,3,186.36,not_out,T20I # 574
New Zealand Vs Bangladesh,New Zealand,1,Luke Ronchi,0,1,0,0,0.00,out,T20I # 575
New Zealand Vs Bangladesh,New Zealand,2,Kane Williamson,12,13,2,0,92.30,out,T20I # 575
New Zealand Vs Bangladesh,New Zealand,3,Colin Munro,101,54,7,7,187.03,out,T20I # 575
New Zealand Vs Bangladesh,New Zealand,4,Corey Anderson,4,3,1,0,133.33,out,T20I # 575
New Zealand Vs Bangladesh,New Zealand,5,Tom Bruce,59,39,5,1,151.28,not_out,T20I # 575
New Zealand Vs Bangladesh,New Zealand,6,Colin de Grandhomme,2,2,0,0,100.00,out,T20I # 575
New Zealand Vs Bangladesh,New Zealand,7,James Neesham,5,5,0,0,100.00,out,T20I # 575
New Zealand Vs Bangladesh,New Zealand,8,Mitchell Santner,4,4,0,0,100.00,out,T20I # 575
New Zealand Vs Bangladesh,New Zealand,9,Ben Wheeler,0,0,0,0,-,not_out,T20I # 575
New Zealand Vs Bangladesh,Bangladesh,1,Tamim Iqbal,13,7,2,0,185.71,out,T20I # 575
New Zealand Vs Bangladesh,Bangladesh,2,Imrul Kayes,0,3,0,0,0.00,out,T20I # 575
New Zealand Vs Bangladesh,Bangladesh,3,Sabbir Rahman,48,32,3,3,150.00,out,T20I # 575
New Zealand Vs Bangladesh,Bangladesh,4,Shakib Al Hasan,1,2,0,0,50.00,out,T20I # 575
New Zealand Vs Bangladesh,Bangladesh,5,Soumya Sarkar,39,26,3,2,150.00,out,T20I # 575
New Zealand Vs Bangladesh,Bangladesh,6,Mahmudullah,19,15,0,1,126.66,out,T20I # 575
New Zealand Vs Bangladesh,Bangladesh,7,Mosaddek Hossain,1,7,0,0,14.28,out,T20I # 575
New Zealand Vs Bangladesh,Bangladesh,8,Nurul Hasan,10,9,0,0,111.11,out,T20I # 575
New Zealand Vs Bangladesh,Bangladesh,9,Mashrafe Mortaza,1,2,0,0,50.00,out,T20I # 575
New Zealand Vs Bangladesh,Bangladesh,10,Rubel Hossain,1,2,0,0,50.00,out,T20I # 575
New Zealand Vs Bangladesh,Bangladesh,11,Mustafizur Rahman,0,4,0,0,0.00,not_out,T20I # 575
New Zealand Vs Bangladesh,New Zealand,1,Kane Williamson,60,57,6,1,105.26,out,T20I # 576
New Zealand Vs Bangladesh,New Zealand,2,James Neesham,15,12,3,0,125.00,out,T20I # 576
New Zealand Vs Bangladesh,New Zealand,3,Colin Munro,0,3,0,0,0.00,out,T20I # 576
New Zealand Vs Bangladesh,New Zealand,4,Tom Bruce,5,4,1,0,125.00,out,T20I # 576
New Zealand Vs Bangladesh,New Zealand,5,Corey Anderson,94,41,2,10,229.26,not_out,T20I # 576
New Zealand Vs Bangladesh,New Zealand,6,Colin de Grandhomme,4,3,0,0,133.33,not_out,T20I # 576
New Zealand Vs Bangladesh,Bangladesh,1,Tamim Iqbal,24,15,3,1,160.00,out,T20I # 576
New Zealand Vs Bangladesh,Bangladesh,2,Soumya Sarkar,42,28,6,0,150.00,out,T20I # 576
New Zealand Vs Bangladesh,Bangladesh,3,Sabbir Rahman,18,16,2,0,112.50,out,T20I # 576
New Zealand Vs Bangladesh,Bangladesh,4,Shakib Al Hasan,41,34,4,0,120.58,out,T20I # 576
New Zealand Vs Bangladesh,Bangladesh,5,Mahmudullah,18,14,3,0,128.57,out,T20I # 576
New Zealand Vs Bangladesh,Bangladesh,6,Mosaddek Hossain,12,7,2,0,171.42,out,T20I # 576
New Zealand Vs Bangladesh,Bangladesh,7,Nurul Hasan,7,5,1,0,140.00,not_out,T20I # 576
New Zealand Vs Bangladesh,Bangladesh,8,Rubel Hossain,1,1,0,0,100.00,not_out,T20I # 576
Scotland Vs Hong Kong,Scotland,1,George Munsey,22,26,0,84.61,31,out,T20I # 577
Scotland Vs Hong Kong,Scotland,2,Kyle Coetzer,20,2,155.00,60,34,out,T20I # 577
Scotland Vs Hong Kong,Scotland,3,Calum MacLeod,4,3,60,39,2,out,T20I # 577
Scotland Vs Hong Kong,Scotland,4,Richie Berrington,2,153.84,1,0,0,not_out,T20I # 577
Scotland Vs Hong Kong,Scotland,5,Craig Wallace,0.00,4,36,9.00,0,not_out,T20I # 577
Scotland Vs Hong Kong,Hong Kong,1,Nizakat Khan,25,3,160.00,42,22,out,T20I # 577
Scotland Vs Hong Kong,Hong Kong,2,Aizaz Khan,3,3,10,9,0,out,T20I # 577
Scotland Vs Hong Kong,Hong Kong,3,Babar Hayat,0,111.11,0,20,5.00,out,T20I # 577
Scotland Vs Hong Kong,Hong Kong,4,Anshy Rath,0,0,0,31,7.75,out,T20I # 577
Scotland Vs Hong Kong,Hong Kong,5,Waqas Khan,0,0,0,48,12.00,out,T20I # 577
Scotland Vs Hong Kong,Hong Kong,6,Shahid Wasif,0,2,0,24,8.00,out,T20I # 577
Scotland Vs Hong Kong,Hong Kong,7,Ehsan Khan,0,0,0,22,5.50,not_out,T20I # 577
Scotland Vs Hong Kong,Hong Kong,8,Waqas Barkat,0,0,0,13,13.00,not_out,T20I # 577
Ireland Vs Afghanistan,Ireland,1,Paul Stirling,25,24,0,104.16,18,out,T20I # 578
Ireland Vs Afghanistan,Ireland,2,Stuart Poynter,20,3,90.00,17,17,out,T20I # 578
Ireland Vs Afghanistan,Ireland,3,William Porterfield,1,0,12,9,2,out,T20I # 578
Ireland Vs Afghanistan,Ireland,4,Kevin O'Brien,0,133.33,19,2,0,out,T20I # 578
Ireland Vs Afghanistan,Ireland,5,Gary Wilson,121.05,3,0,0,33.33,out,T20I # 578
Ireland Vs Afghanistan,Ireland,6,Greg Thompson,7,12,0,58.33,13,out,T20I # 578
Ireland Vs Afghanistan,Ireland,7,Andy McBrine,10,1,130.00,4,0,not_out,T20I # 578
Ireland Vs Afghanistan,Ireland,8,George Dockrell,22,5.50,0,4,0,not_out,T20I # 578
Ireland Vs Afghanistan,Afghanistan,1,Mohammad Shahzad,2,152.94,7,0,0,out,T20I # 578
Ireland Vs Afghanistan,Afghanistan,2,Najeeb Tarakai,28.57,11,1,1,100.00,out,T20I # 578
Ireland Vs Afghanistan,Afghanistan,3,Asghar Afghan,4,0,7.75,0,0,out,T20I # 578
Ireland Vs Afghanistan,Afghanistan,4,Samiullah Shinwari,2,0,6.00,0,0,out,T20I # 578
Ireland Vs Afghanistan,Afghanistan,5,Mohammad Nabi,4,0,4.75,1,0,not_out,T20I # 578
