Team 1,Team 2,Winner,Margin,Ground,Match Date,match_id
Malaysia,Hong Kong,Malaysia,6 wickets,Kuala Lumpur,"Feb 26, 2020",T20I # 1062
Bahrain,Kuwait,Kuwait,87 runs,Al Amerat,"Feb 26, 2020",T20I # 1063
Qatar,U.A.E.,U.A.E.,28 runs,Al Amerat,"Feb 26, 2020",T20I # 1064
South Africa,Australia,Australia,97 runs,Cape Town,"Feb 26, 2020",T20I # 1065
Kuwait,U.A.E.,U.A.E.,102 runs,Al Amerat,"Feb 27, 2020",T20I # 1066
Thailand,Singapore,Singapore,43 runs,Bangkok,"Feb 29, 2020",T20I # 1067
Malaysia,Nepal,Malaysia,22 runs,Bangkok,"Feb 29, 2020",T20I # 1068
Hong Kong,Nepal,Hong Kong,43 runs,Bangkok,"Mar 1, 2020",T20I # 1069
Thailand,Malaysia,Malaysia,8 wickets,Bangkok,"Mar 1, 2020",T20I # 1070
Malaysia,Singapore,Singapore,128 runs,Bangkok,"Mar 3, 2020",T20I # 1071
Thailand,Hong Kong,Hong Kong,8 wickets,Bangkok,"Mar 3, 2020",T20I # 1072
Thailand,Nepal,Nepal,9 wickets,Bangkok,"Mar 4, 2020",T20I # 1073
Hong Kong,Singapore,Singapore,16 runs,Bangkok,"Mar 4, 2020",T20I # 1074
Sri Lanka,West Indies,West Indies,25 runs,Pallekele,"Mar 4, 2020",T20I # 1075
Hong Kong,Malaysia,Hong Kong,6 wickets,Bangkok,"Mar 6, 2020",T20I # 1076
Afghanistan,Ireland,Afghanistan,11 runs,Greater Noida,"Mar 6, 2020",T20I # 1077
Sri Lanka,West Indies,West Indies,7 wickets,Pallekele,"Mar 6, 2020",T20I # 1078
Afghanistan,Ireland,Afghanistan,21 runs,Greater Noida,"Mar 8, 2020",T20I # 1079
Spain,Germany,Spain,9 wickets,Almeria,"Mar 8, 2020",T20I # 1080
Spain,Germany,Germany,58 runs,Almeria,"Mar 8, 2020",T20I # 1081
Bangladesh,Zimbabwe,Bangladesh,48 runs,Mirpur,"Mar 9, 2020",T20I # 1082
Afghanistan,Ireland,tied,-,Greater Noida,"Mar 10, 2020",T20I # 1083
Bangladesh,Zimbabwe,Bangladesh,9 wickets,Mirpur,"Mar 11, 2020",T20I # 1084
Guernsey,Isle of Man,Guernsey,8 wickets,St Peter Port,"Aug 21, 2020",T20I # 1085
Luxembourg,Czech Rep.,Luxembourg,63 runs,Walferdange,"Aug 28, 2020",T20I # 1086
England,Pakistan,no result,-,Manchester,"Aug 28, 2020",T20I # 1087
Luxembourg,Czech Rep.,Czech Rep.,5 wickets,Walferdange,"Aug 29, 2020",T20I # 1088
Luxembourg,Belgium,Belgium,37 runs,Walferdange,"Aug 29, 2020",T20I # 1089
Belgium,Czech Rep.,Belgium,46 runs,Walferdange,"Aug 29, 2020",T20I # 1090
Belgium,Czech Rep.,Belgium,87 runs,Walferdange,"Aug 30, 2020",T20I # 1091
Luxembourg,Belgium,Belgium,49 runs,Walferdange,"Aug 30, 2020",T20I # 1092
England,Pakistan,England,5 wickets,Manchester,"Aug 30, 2020",T20I # 1093
England,Pakistan,Pakistan,5 runs,Manchester,"Sep 1, 2020",T20I # 1094
England,Australia,England,2 runs,Southampton,"Sep 4, 2020",T20I # 1095
England,Australia,England,6 wickets,Southampton,"Sep 6, 2020",T20I # 1096
England,Australia,Australia,5 wickets,Southampton,"Sep 8, 2020",T20I # 1097
Bulgaria,Malta,Malta,57 runs,Sofia,"Sep 23, 2020",T20I # 1098
Bulgaria,Malta,Malta,8 wickets,Sofia,"Sep 23, 2020",T20I # 1099
Bulgaria,Malta,no result,-,Sofia,"Sep 24, 2020",T20I # 1100
Romania,Bulgaria,Bulgaria,33 runs,Ilfov County,"Oct 16, 2020",T20I # 1101
Romania,Bulgaria,Romania,52 runs,Ilfov County,"Oct 17, 2020",T20I # 1102
Romania,Bulgaria,Romania,34 runs,Ilfov County,"Oct 17, 2020",T20I # 1103
Romania,Bulgaria,Romania,6 wickets,Ilfov County,"Oct 18, 2020",T20I # 1104
Pakistan,Zimbabwe,Pakistan,6 wickets,Rawalpindi,"Nov 7, 2020",T20I # 1105
Pakistan,Zimbabwe,Pakistan,8 wickets,Rawalpindi,"Nov 8, 2020",T20I # 1106
Pakistan,Zimbabwe,Pakistan,8 wickets,Rawalpindi,"Nov 10, 2020",T20I # 1107
New Zealand,West Indies,New Zealand,5 wickets,Auckland,"Nov 27, 2020",T20I # 1108
South Africa,England,England,5 wickets,Cape Town,"Nov 27, 2020",T20I # 1109
New Zealand,West Indies,New Zealand,72 runs,Mount Maunganui,"Nov 29, 2020",T20I # 1110
South Africa,England,England,4 wickets,Paarl,"Nov 29, 2020",T20I # 1111
New Zealand,West Indies,no result,-,Mount Maunganui,"Nov 30, 2020",T20I # 1112
South Africa,England,England,9 wickets,Cape Town,"Dec 1, 2020",T20I # 1113
Australia,India,India,11 runs,Canberra,"Dec 4, 2020",T20I # 1114
Australia,India,India,6 wickets,Sydney,"Dec 6, 2020",T20I # 1115
Australia,India,Australia,12 runs,Sydney,"Dec 8, 2020",T20I # 1116
New Zealand,Pakistan,New Zealand,5 wickets,Auckland,"Dec 18, 2020",T20I # 1117
New Zealand,Pakistan,New Zealand,9 wickets,Hamilton,"Dec 20, 2020",T20I # 1118
New Zealand,Pakistan,Pakistan,4 wickets,Napier,"Dec 22, 2020",T20I # 1119
