match,teamInnings,battingPos,batsmanName,runs,balls,4s,6s,SR,out/not_out,match_id
Sri Lanka Vs India,Sri Lanka,1,Danushka Gunathilaka,20,21,0,95.23,22,out,T20I # 1026
Sri Lanka Vs India,Sri Lanka,2,Avishka Fernando,16,5,137.50,34,28,out,T20I # 1026
Sri Lanka Vs India,Sri Lanka,3,Kusal Perera,0,3,10,9,1,out,T20I # 1026
Sri Lanka Vs India,Sri Lanka,4,Oshada Fernando,0,111.11,12,1,0,out,T20I # 1026
Sri Lanka Vs India,Sri Lanka,5,Bhanuka Rajapaksa,75.00,7,0,0,87.50,out,T20I # 1026
Sri Lanka Vs India,Sri Lanka,6,Dasun Shanaka,17,13,0,130.76,16,out,T20I # 1026
Sri Lanka Vs India,Sri Lanka,7,Dhananjaya de Silva,10,3,160.00,1,2,out,T20I # 1026
Sri Lanka Vs India,Sri Lanka,8,Wanindu Hasaranga,0,0,0,1,0,not_out,T20I # 1026
Sri Lanka Vs India,Sri Lanka,9,Isuru Udana,0,0.00,0,0,0,out,T20I # 1026
Sri Lanka Vs India,Sri Lanka,10,Lasith Malinga,-,4,32,8.00,12,out,T20I # 1026
Sri Lanka Vs India,Sri Lanka,11,Lahiru Kumara,6,0,0,4,0,not_out,T20I # 1026
Sri Lanka Vs India,India,1,KL Rahul,26,3,130.76,30,17,out,T20I # 1026
Sri Lanka Vs India,India,2,Shikhar Dhawan,1,2,1,1,0,out,T20I # 1026
Sri Lanka Vs India,India,3,Shreyas Iyer,0,100.00,0,41,10.25,out,T20I # 1026
Sri Lanka Vs India,India,4,Virat Kohli,5,3,0,0,3.3,not_out,T20I # 1026
Sri Lanka Vs India,India,5,Rishabh Pant,0,30,8,4,1,not_out,T20I # 1026
India Vs Sri Lanka,India,1,KL Rahul,54,36,1,150.00,52,out,T20I # 1027
India Vs Sri Lanka,India,2,Shikhar Dhawan,36,7,144.44,6,2,out,T20I # 1027
India Vs Sri Lanka,India,3,Sanju Samson,0,1,31,18,4,out,T20I # 1027
India Vs Sri Lanka,India,4,Manish Pandey,0,172.22,2,1,0,not_out,T20I # 1027
India Vs Sri Lanka,India,5,Shreyas Iyer,200.00,26,2,1,152.94,out,T20I # 1027
India Vs Sri Lanka,India,6,Virat Kohli,0,1,0,0.00,22,out,T20I # 1027
India Vs Sri Lanka,India,7,Washington Sundar,8,1,275.00,4,0,out,T20I # 1027
India Vs Sri Lanka,India,8,Shardul Thakur,40,10.00,4,1,1,not_out,T20I # 1027
India Vs Sri Lanka,Sri Lanka,1,Danushka Gunathilaka,1,128.57,10,1,0,out,T20I # 1027
India Vs Sri Lanka,Sri Lanka,2,Avishka Fernando,70.00,2,0,0,40.00,out,T20I # 1027
India Vs Sri Lanka,Sri Lanka,3,Kusal Perera,31,20,3,155.00,57,out,T20I # 1027
India Vs Sri Lanka,Sri Lanka,4,Oshada Fernando,36,8,158.33,9,9,out,T20I # 1027
India Vs Sri Lanka,Sri Lanka,5,Angelo Mathews,0,1,0,2,0,out,T20I # 1027
India Vs Sri Lanka,Sri Lanka,6,Dhananjaya de Silva,0,0.00,2,0,0,out,T20I # 1027
India Vs Sri Lanka,Sri Lanka,7,Dasun Shanaka,50.00,0,0,0,0.00,out,T20I # 1027
India Vs Sri Lanka,Sri Lanka,8,Wanindu Hasaranga,1,1,0,100.00,2,out,T20I # 1027
India Vs Sri Lanka,Sri Lanka,9,Lakshan Sandakan,1,5,9,0,0,out,T20I # 1027
India Vs Sri Lanka,Sri Lanka,10,Lasith Malinga,1,0,0,19,6.33,out,T20I # 1027
India Vs Sri Lanka,Sri Lanka,11,Lahiru Kumara,11,2,1,0,3.5,not_out,T20I # 1027
Ireland Vs West Indies,Ireland,1,Paul Stirling,95,47,8,202.12,48,out,T20I # 1028
Ireland Vs West Indies,Ireland,2,Kevin O'Brien,32,4,150.00,7,11,out,T20I # 1028
Ireland Vs West Indies,Ireland,3,Andy Balbirnie,0,0,19,12,1,out,T20I # 1028
Ireland Vs West Indies,Ireland,4,Gareth Delany,2,158.33,2,0,0,out,T20I # 1028
Ireland Vs West Indies,Ireland,5,Harry Tector,100.00,17,2,0,141.66,out,T20I # 1028
Ireland Vs West Indies,Ireland,6,Gary Wilson,5,5,0,100.00,0,out,T20I # 1028
Ireland Vs West Indies,Ireland,7,George Dockrell,1,0,0.00,4,0,not_out,T20I # 1028
Ireland Vs West Indies,Ireland,8,Simi Singh,37,9.25,4,1,1,out,T20I # 1028
Ireland Vs West Indies,West Indies,1,Lendl Simmons,3,182.75,18,0,3,out,T20I # 1028
Ireland Vs West Indies,West Indies,2,Evin Lewis,155.55,31,1,3,206.66,out,T20I # 1028
Ireland Vs West Indies,West Indies,3,Shimron Hetmyer,26,23,1,113.04,26,out,T20I # 1028
Ireland Vs West Indies,West Indies,4,Kieron Pollard,13,0,200.00,9,7,out,T20I # 1028
Ireland Vs West Indies,West Indies,5,Nicholas Pooran,0,1,0,1,0,out,T20I # 1028
Ireland Vs West Indies,West Indies,6,Sherfane Rutherford,0,0.00,0,0,0,out,T20I # 1028
Ireland Vs West Indies,West Indies,7,Dwayne Bravo,-,4,36,9.00,8,out,T20I # 1028
Ireland Vs West Indies,West Indies,8,Hayden Walsh,3,2,0,4,0,not_out,T20I # 1028
Ireland Vs West Indies,West Indies,9,Khary Pierre,55,13.75,3,5,2,not_out,T20I # 1028
Ireland Vs West Indies,Ireland,1,Paul Stirling,17,15,1,113.33,4,out,T20I # 1029
Ireland Vs West Indies,Ireland,2,Kevin O'Brien,7,1,57.14,36,32,out,T20I # 1029
Ireland Vs West Indies,Ireland,3,Andy Balbirnie,4,0,44,22,1,out,T20I # 1029
Ireland Vs West Indies,Ireland,4,Gareth Delany,5,200.00,23,0,2,out,T20I # 1029
Ireland Vs West Indies,Ireland,5,Harry Tector,134.78,5,0,0,71.42,out,T20I # 1029
Ireland Vs West Indies,Ireland,6,Gary Wilson,2,3,0,66.66,4,out,T20I # 1029
Ireland Vs West Indies,Ireland,7,George Dockrell,3,0,133.33,0,1,out,T20I # 1029
Ireland Vs West Indies,Ireland,8,Simi Singh,0,0,0,1,0,out,T20I # 1029
Ireland Vs West Indies,Ireland,9,Barry McCarthy,0,0.00,0,10,2.50,out,T20I # 1029
Ireland Vs West Indies,Ireland,10,Josh Little,17,1,0,0,4,not_out,T20I # 1029
Ireland Vs West Indies,West Indies,1,Lendl Simmons,4,5,0,80.00,1,out,T20I # 1029
Ireland Vs West Indies,West Indies,2,Evin Lewis,0,11,3,1,1,not_out,T20I # 1029
Ireland Vs West Indies,West Indies,3,Shimron Hetmyer,0,0,0,5,5.00,not_out,T20I # 1029
Ireland Vs West Indies,Ireland,1,Paul Stirling,11,7,1,157.14,36,out,T20I # 1030
Ireland Vs West Indies,Ireland,2,Kevin O'Brien,18,6,200.00,28,23,out,T20I # 1030
