match,teamInnings,battingPos,batsmanName,runs,balls,4s,6s,SR,out/not_out,match_id
Australia Vs England,Australia,1,Adam Gilchrist,48,29,2,5,165.51,out,T20I # 13
Australia Vs England,Australia,2,Matthew Hayden,20,8,3,1,250.00,out,T20I # 13
Australia Vs England,Australia,3,Ricky Ponting,47,26,3,2,180.76,out,T20I # 13
Australia Vs England,Australia,4,Michael Hussey,18,9,2,1,200.00,out,T20I # 13
Australia Vs England,Australia,5,Andrew Symonds,39,22,3,1,177.27,not_out,T20I # 13
Australia Vs England,Australia,6,Michael Clarke,5,6,0,0,83.33,out,T20I # 13
Australia Vs England,Australia,7,Cameron White,40,20,1,4,200.00,not_out,T20I # 13
Australia Vs England,England,1,Ed Joyce,1,3,0,0,33.33,out,T20I # 13
Australia Vs England,England,2,Michael Vaughan,27,21,4,0,128.57,out,T20I # 13
Australia Vs England,England,3,Andrew Flintoff,0,2,0,0,0.00,out,T20I # 13
Australia Vs England,England,4,Kevin Pietersen,11,6,2,0,183.33,out,T20I # 13
Australia Vs England,England,5,Ian Bell,22,22,1,0,100.00,out,T20I # 13
Australia Vs England,England,6,Paul Collingwood,5,11,0,0,45.45,out,T20I # 13
Australia Vs England,England,7,Paul Nixon,31,22,2,1,140.90,not_out,T20I # 13
Australia Vs England,England,8,Jamie Dalrymple,32,27,4,0,118.51,out,T20I # 13
Australia Vs England,England,9,Jon Lewis,1,4,0,0,25.00,out,T20I # 13
Australia Vs England,England,10,Monty Panesar,1,2,0,0,50.00,out,T20I # 13
Australia Vs England,England,11,James Anderson,1,1,0,0,100.00,not_out,T20I # 13
Pakistan Vs South Africa,Pakistan,1,Imran Nazir,5,7,1,0,71.42,out,T20I # 14
Pakistan Vs South Africa,Pakistan,2,Kamran Akmal,21,18,3,0,116.66,out,T20I # 14
Pakistan Vs South Africa,Pakistan,3,Mohammad Hafeez,25,21,2,1,119.04,out,T20I # 14
Pakistan Vs South Africa,Pakistan,4,Shoaib Malik,15,17,1,0,88.23,out,T20I # 14
Pakistan Vs South Africa,Pakistan,5,Younis Khan,1,4,0,0,25.00,out,T20I # 14
Pakistan Vs South Africa,Pakistan,6,Shahid Afridi,7,17,0,0,41.17,out,T20I # 14
Pakistan Vs South Africa,Pakistan,7,Abdul Razzaq,10,15,1,0,66.66,out,T20I # 14
Pakistan Vs South Africa,Pakistan,8,Zulqarnain Haider,5,9,0,0,55.55,out,T20I # 14
Pakistan Vs South Africa,Pakistan,9,Naved-ul-Hasan,17,7,0,2,242.85,not_out,T20I # 14
Pakistan Vs South Africa,Pakistan,10,Abdur Rehman,4,5,0,0,80.00,not_out,T20I # 14
Pakistan Vs South Africa,South Africa,1,Graeme Smith,2,0,9.50,2,1,not_out,T20I # 14
Pakistan Vs South Africa,South Africa,2,Loots Bosman,2,0,14.00,0,1,not_out,T20I # 14
West Indies Vs England,West Indies,1,Chris Gayle,5,8,1,0,62.50,out,T20I # 15
West Indies Vs England,West Indies,2,Devon Smith,61,34,7,3,179.41,out,T20I # 15
West Indies Vs England,West Indies,3,Shivnarine Chanderpaul,41,26,6,0,157.69,out,T20I # 15
West Indies Vs England,West Indies,4,Marlon Samuels,51,26,3,4,196.15,out,T20I # 15
West Indies Vs England,West Indies,5,Dwayne Bravo,1,2,0,0,50.00,out,T20I # 15
West Indies Vs England,West Indies,6,Denesh Ramdin,24,13,2,1,184.61,out,T20I # 15
West Indies Vs England,West Indies,7,Dwayne Smith,6,5,1,0,120.00,out,T20I # 15
West Indies Vs England,West Indies,8,Runako Morton,2,4,0,0,50.00,not_out,T20I # 15
West Indies Vs England,West Indies,9,Daren Sammy,1,2,0,0,50.00,out,T20I # 15
West Indies Vs England,West Indies,10,Ravi Rampaul,0,1,0,0,0.00,not_out,T20I # 15
West Indies Vs England,England,1,Alastair Cook,15,16,2,0,93.75,out,T20I # 15
West Indies Vs England,England,2,Matt Prior,25,14,2,2,178.57,out,T20I # 15
West Indies Vs England,England,3,Jonathan Trott,9,9,0,0,100.00,out,T20I # 15
West Indies Vs England,England,4,Kevin Pietersen,16,11,2,0,145.45,out,T20I # 15
West Indies Vs England,England,5,Paul Collingwood,79,41,5,4,192.68,out,T20I # 15
West Indies Vs England,England,6,Owais Shah,7,6,1,0,116.66,out,T20I # 15
West Indies Vs England,England,7,Dimitri Mascarenhas,2,4,0,0,50.00,out,T20I # 15
West Indies Vs England,England,8,Michael Yardy,23,18,2,0,127.77,not_out,T20I # 15
West Indies Vs England,England,9,Stuart Broad,1,1,0,0,100.00,not_out,T20I # 15
West Indies Vs England,West Indies,1,Chris Gayle,61,37,8,1,164.86,out,T20I # 16
West Indies Vs England,West Indies,2,Lendl Simmons,9,12,2,0,75.00,out,T20I # 16
