Team 1,Team 2,Winner,Margin,Ground,Match Date,match_id
Uganda,Kenya,Uganda,4 wickets,Entebbe,"Sep 15, 2021",T20I # 1274
Uganda,Nigeria,Uganda,55 runs,Entebbe,"Sep 15, 2021",T20I # 1275
Scotland,Zimbabwe,Scotland,7 runs,Edinburgh,"Sep 15, 2021",T20I # 1276
Kenya,Nigeria,Nigeria,4 runs,Entebbe,"Sep 16, 2021",T20I # 1277
Uganda,Kenya,Uganda,6 runs,Entebbe,"Sep 17, 2021",T20I # 1278
Scotland,Zimbabwe,Zimbabwe,10 runs,Edinburgh,"Sep 17, 2021",T20I # 1279
Scotland,Zimbabwe,Zimbabwe,6 wickets,Edinburgh,"Sep 19, 2021",T20I # 1280
U.A.E.,Namibia,Namibia,17 runs,ICCA Dubai,"Oct 5, 2021",T20I # 1281
Cyprus,Estonia,Cyprus,4 wickets,Episkopi,"Oct 5, 2021",T20I # 1282
Cyprus,Estonia,Cyprus,8 wickets,Episkopi,"Oct 5, 2021",T20I # 1283
Cyprus,Isle of Man,Isle of Man,8 wickets,Episkopi,"Oct 6, 2021",T20I # 1284
Estonia,Isle of Man,Isle of Man,6 wickets,Episkopi,"Oct 6, 2021",T20I # 1285
U.A.E.,Ireland,Ireland,7 wickets,ICCA Dubai,"Oct 7, 2021",T20I # 1286
Cyprus,Isle of Man,Isle of Man,3 wickets,Episkopi,"Oct 7, 2021",T20I # 1287
Cyprus,Estonia,Cyprus,79 runs,Episkopi,"Oct 7, 2021",T20I # 1288
U.A.E.,Ireland,U.A.E.,54 runs,ICCA Dubai,"Oct 8, 2021",T20I # 1289
Cyprus,Estonia,Cyprus,39 runs,Episkopi,"Oct 8, 2021",T20I # 1290
P.N.G.,Scotland,Scotland,8 wickets,ICCA Dubai,"Oct 8, 2021",T20I # 1291
Estonia,Isle of Man,Isle of Man,8 wickets,Episkopi,"Oct 8, 2021",T20I # 1292
Namibia,Scotland,Namibia,5 wickets,ICCA Dubai,"Oct 9, 2021",T20I # 1293
U.A.E.,Ireland,U.A.E.,7 wickets,ICCA Dubai,"Oct 10, 2021",T20I # 1294
Namibia,P.N.G.,Namibia,14 runs,ICCA Dubai,"Oct 10, 2021",T20I # 1295
Germany,Jersey,Jersey,4 runs,Almeria,"Oct 15, 2021",T20I # 1296
Denmark,Italy,Italy,6 wickets,Almeria,"Oct 15, 2021",T20I # 1297
Rwanda,Ghana,Ghana,5 wickets,Rwanda,"Oct 16, 2021",T20I # 1298
Lesotho,Swaziland,Swaziland,54 runs,Kigali,"Oct 16, 2021",T20I # 1299
Denmark,Germany,Germany,6 wickets,Almeria,"Oct 16, 2021",T20I # 1300
Ghana,Seychelles,Ghana,9 wickets,Rwanda,"Oct 16, 2021",T20I # 1301
Malawi,Uganda,Uganda,10 wickets,Kigali,"Oct 16, 2021",T20I # 1302
Italy,Jersey,Jersey,41 runs,Almeria,"Oct 16, 2021",T20I # 1303
Lesotho,Seychelles,Seychelles,6 wickets,Rwanda,"Oct 17, 2021",T20I # 1304
Malawi,Swaziland,Malawi,8 wickets,Kigali,"Oct 17, 2021",T20I # 1305
Denmark,Jersey,Jersey,5 runs,Almeria,"Oct 17, 2021",T20I # 1306
Oman,P.N.G.,Oman,10 wickets,Al Amerat,"Oct 17, 2021",T20I # 1307
Ghana,Lesotho,Ghana,116 runs,Rwanda,"Oct 17, 2021",T20I # 1308
Rwanda,Uganda,Uganda,106 runs,Kigali,"Oct 17, 2021",T20I # 1309
Germany,Italy,Germany,4 wickets,Almeria,"Oct 17, 2021",T20I # 1310
Bangladesh,Scotland,Scotland,6 runs,Al Amerat,"Oct 17, 2021",T20I # 1311
Ireland,Netherlands,Ireland,7 wickets,Abu Dhabi,"Oct 18, 2021",T20I # 1312
Namibia,Sri Lanka,Sri Lanka,7 wickets,Abu Dhabi,"Oct 18, 2021",T20I # 1313
Ghana,Malawi,Ghana,7 wickets,Rwanda,"Oct 19, 2021",T20I # 1314
Lesotho,Uganda,Uganda,10 wickets,Kigali,"Oct 19, 2021",T20I # 1315
Denmark,Italy,Italy,9 runs,Almeria,"Oct 19, 2021",T20I # 1316
Nigeria,Sierra Leone,Sierra Leone,6 wickets,Lagos,"Oct 19, 2021",T20I # 1317
P.N.G.,Scotland,Scotland,17 runs,Al Amerat,"Oct 19, 2021",T20I # 1318
Rwanda,Seychelles,Rwanda,78 runs,Rwanda,"Oct 19, 2021",T20I # 1319
Swaziland,Uganda,Uganda,6 wickets,Kigali,"Oct 19, 2021",T20I # 1320
Germany,Jersey,Jersey,4 wickets,Almeria,"Oct 19, 2021",T20I # 1321
Oman,Bangladesh,Bangladesh,26 runs,Al Amerat,"Oct 19, 2021",T20I # 1322
Malawi,Seychelles,Malawi,21 runs,Rwanda,"Oct 20, 2021",T20I # 1323
Ghana,Swaziland,Ghana,7 wickets,Kigali,"Oct 20, 2021",T20I # 1324
Italy,Jersey,Jersey,8 wickets,Almeria,"Oct 20, 2021",T20I # 1325
Nigeria,Sierra Leone,Nigeria,6 runs,Lagos,"Oct 20, 2021",T20I # 1326
Namibia,Netherlands,Namibia,6 wickets,Abu Dhabi,"Oct 20, 2021",T20I # 1327
Seychelles,Swaziland,Seychelles,7 wickets,Rwanda,"Oct 20, 2021",T20I # 1328
Rwanda,Lesotho,Rwanda,22 runs,Kigali,"Oct 20-21, 2021",T20I # 1329
Denmark,Germany,Germany,12 runs,Almeria,"Oct 20, 2021",T20I # 1330
Ireland,Sri Lanka,Sri Lanka,70 runs,Abu Dhabi,"Oct 20, 2021",T20I # 1331
Ghana,Uganda,Uganda,79 runs,Rwanda,"Oct 21, 2021",T20I # 1332
Germany,Italy,Italy,1 runs,Almeria,"Oct 21, 2021",T20I # 1333
Bangladesh,P.N.G.,Bangladesh,84 runs,Al Amerat,"Oct 21, 2021",T20I # 1334
Malta,Gibraltar,Malta,61 runs,Marsa,"Oct 21, 2021",T20I # 1335
Nigeria,Sierra Leone,Nigeria,69 runs,Lagos,"Oct 21, 2021",T20I # 1336
Denmark,Jersey,Jersey,4 wickets,Almeria,"Oct 21, 2021",T20I # 1337
Oman,Scotland,Scotland,8 wickets,Al Amerat,"Oct 21, 2021",T20I # 1338
Rwanda,Swaziland,Rwanda,7 wickets,Rwanda,"Oct 22, 2021",T20I # 1339
Lesotho,Malawi,Malawi,22 runs,Kigali,"Oct 22, 2021",T20I # 1340
Gibraltar,Switzerland,Switzerland,9 wickets,Marsa,"Oct 22, 2021",T20I # 1341
Ireland,Namibia,Namibia,8 wickets,Sharjah,"Oct 22, 2021",T20I # 1342
Rwanda,Malawi,Malawi,24 runs,Rwanda,"Oct 22, 2021",T20I # 1343
Seychelles,Uganda,Uganda,95 runs,Kigali,"Oct 22, 2021",T20I # 1344
Bulgaria,Switzerland,Switzerland,8 wickets,Marsa,"Oct 22, 2021",T20I # 1345
Netherlands,Sri Lanka,Sri Lanka,8 wickets,Sharjah,"Oct 22, 2021",T20I # 1346
Bulgaria,Gibraltar,Gibraltar,37 runs,Marsa,"Oct 23, 2021",T20I # 1347
Qatar,Bahrain,Bahrain,8 wickets,Doha,"Oct 23, 2021",T20I # 1348
Nigeria,Sierra Leone,Nigeria,9 wickets,Lagos,"Oct 23, 2021",T20I # 1349
Malta,Switzerland,Switzerland,8 runs,Marsa,"Oct 23, 2021",T20I # 1350
Australia,South Africa,Australia,5 wickets,Abu Dhabi,"Oct 23, 2021",T20I # 1351
Maldives,Saudi Arabia,Saudi Arabia,7 wickets,Doha,"Oct 23, 2021",T20I # 1352
Malta,Bulgaria,Malta,6 wickets,Marsa,"Oct 23, 2021",T20I # 1353
England,West Indies,England,6 wickets,Dubai (DSC),"Oct 23, 2021",T20I # 1354
Bahrain,Kuwait,Kuwait,6 wickets,Doha,"Oct 24, 2021",T20I # 1355
Bulgaria,Gibraltar,Bulgaria,6 wickets,Marsa,"Oct 24, 2021",T20I # 1356
Bangladesh,Sri Lanka,Sri Lanka,5 wickets,Sharjah,"Oct 24, 2021",T20I # 1357
Qatar,Maldives,Qatar,98 runs,Doha,"Oct 24, 2021",T20I # 1358
Malta,Switzerland,Malta,6 runs,Marsa,"Oct 24, 2021",T20I # 1359
Nigeria,Sierra Leone,Nigeria,19 runs,Lagos,"Oct 24, 2021",T20I # 1360
India,Pakistan,Pakistan,10 wickets,Dubai (DSC),"Oct 24, 2021",T20I # 1361
Kuwait,Saudi Arabia,Saudi Arabia,4 wickets,Doha,"Oct 25, 2021",T20I # 1362
Malta,Gibraltar,tied,-,Marsa,"Oct 25, 2021",T20I # 1363
Afghanistan,Scotland,Afghanistan,130 runs,Sharjah,"Oct 25, 2021",T20I # 1364
Nigeria,Sierra Leone,Nigeria,36 runs,Lagos,"Oct 26, 2021",T20I # 1365
South Africa,West Indies,South Africa,8 wickets,Dubai (DSC),"Oct 26, 2021",T20I # 1366
New Zealand,Pakistan,Pakistan,5 wickets,Sharjah,"Oct 26, 2021",T20I # 1367
Bahrain,Maldives,Bahrain,7 wickets,Doha,"Oct 27, 2021",T20I # 1368
Bangladesh,England,England,8 wickets,Abu Dhabi,"Oct 27, 2021",T20I # 1369
Qatar,Saudi Arabia,Qatar,5 wickets,Doha,"Oct 27, 2021",T20I # 1370
Namibia,Scotland,Namibia,4 wickets,Abu Dhabi,"Oct 27, 2021",T20I # 1371
Kuwait,Maldives,Kuwait,5 wickets,Doha,"Oct 28, 2021",T20I # 1372
Australia,Sri Lanka,Australia,7 wickets,Dubai (DSC),"Oct 28, 2021",T20I # 1374
Bahrain,Saudi Arabia,Bahrain,18 runs,Doha,"Oct 28, 2021",T20I # 1373
Bangladesh,West Indies,West Indies,3 runs,Sharjah,"Oct 29, 2021",T20I # 1375
Qatar,Kuwait,Qatar,2 wickets,Doha,"Oct 29, 2021",T20I # 1376
Afghanistan,Pakistan,Pakistan,5 wickets,Dubai (DSC),"Oct 29, 2021",T20I # 1377
South Africa,Sri Lanka,South Africa,4 wickets,Sharjah,"Oct 30, 2021",T20I # 1378
Australia,England,England,8 wickets,Dubai (DSC),"Oct 30, 2021",T20I # 1379
Afghanistan,Namibia,Afghanistan,62 runs,Abu Dhabi,"Oct 31, 2021",T20I # 1380
India,New Zealand,New Zealand,8 wickets,Dubai (DSC),"Oct 31, 2021",T20I # 1381
England,Sri Lanka,England,26 runs,Sharjah,"Nov 1, 2021",T20I # 1382
Botswana,Sierra Leone,Botswana,72 runs,Rwanda,"Nov 2, 2021",T20I # 1383
Bangladesh,South Africa,South Africa,6 wickets,Abu Dhabi,"Nov 2, 2021",T20I # 1384
Mozambique,Tanzania,Tanzania,87 runs,Rwanda,"Nov 2, 2021",T20I # 1385
Namibia,Pakistan,Pakistan,45 runs,Abu Dhabi,"Nov 2, 2021",T20I # 1386
Cameroon,Mozambique,Mozambique,171 runs,Rwanda,"Nov 3, 2021",T20I # 1387
New Zealand,Scotland,New Zealand,16 runs,Dubai (DSC),"Nov 3, 2021",T20I # 1388
Sierra Leone,Tanzania,Tanzania,8 wickets,Rwanda,"Nov 3, 2021",T20I # 1389
Afghanistan,India,India,66 runs,Abu Dhabi,"Nov 3, 2021",T20I # 1390
Australia,Bangladesh,Australia,8 wickets,Dubai (DSC),"Nov 4, 2021",T20I # 1391
Sri Lanka,West Indies,Sri Lanka,20 runs,Abu Dhabi,"Nov 4, 2021",T20I # 1392
Botswana,Cameroon,Botswana,9 wickets,Rwanda,"Nov 5, 2021",T20I # 1393
Namibia,New Zealand,New Zealand,52 runs,Sharjah,"Nov 5, 2021",T20I # 1394
Mozambique,Sierra Leone,Sierra Leone,5 wickets,Rwanda,"Nov 5, 2021",T20I # 1395
India,Scotland,India,8 wickets,Dubai (DSC),"Nov 5, 2021",T20I # 1396
Botswana,Mozambique,Botswana,52 runs,Rwanda,"Nov 6, 2021",T20I # 1397
Australia,West Indies,Australia,8 wickets,Abu Dhabi,"Nov 6, 2021",T20I # 1398
Cameroon,Tanzania,Tanzania,178 runs,Rwanda,"Nov 6, 2021",T20I # 1399
England,South Africa,South Africa,10 runs,Sharjah,"Nov 6, 2021",T20I # 1400
Cameroon,Sierra Leone,Sierra Leone,6 wickets,Rwanda,"Nov 7, 2021",T20I # 1401
Afghanistan,New Zealand,New Zealand,8 wickets,Abu Dhabi,"Nov 7, 2021",T20I # 1402
Botswana,Tanzania,Tanzania,3 runs,Rwanda,"Nov 7, 2021",T20I # 1403
Belize,U.S.A.,U.S.A.,10 wickets,Coolidge,"Nov 7, 2021",T20I # 1404
Bahamas,Canada,Canada,122 runs,North Sound,"Nov 7, 2021",T20I # 1405
Pakistan,Scotland,Pakistan,72 runs,Sharjah,"Nov 7, 2021",T20I # 1406
Panama,U.S.A.,U.S.A.,9 wickets,Coolidge,"Nov 7, 2021",T20I # 1407
Belize,Canada,Canada,145 runs,Coolidge,"Nov 8, 2021",T20I # 1408
Argentina,Bahamas,Bahamas,12 runs,North Sound,"Nov 8, 2021",T20I # 1409
India,Namibia,India,9 wickets,Dubai (DSC),"Nov 8, 2021",T20I # 1410
Belize,Panama,Belize,12 runs,Coolidge,"Nov 8, 2021",T20I # 1411
Bermuda,U.S.A.,U.S.A.,23 runs,North Sound,"Nov 8, 2021",T20I # 1412
Bahamas,Bermuda,Bermuda,140 runs,Coolidge,"Nov 10, 2021",T20I # 1413
Argentina,Belize,Argentina,59 runs,North Sound,"Nov 10, 2021",T20I # 1414
England,New Zealand,New Zealand,5 wickets,Abu Dhabi,"Nov 10, 2021",T20I # 1415
Canada,U.S.A.,tied,-,Coolidge,"Nov 10, 2021",T20I # 1416
Argentina,Panama,Argentina,45 runs,North Sound,"Nov 10, 2021",T20I # 1417
Bermuda,Canada,Canada,46 runs,Coolidge,"Nov 11, 2021",T20I # 1418
