Team 1,Team 2,Winner,Margin,Ground,Match Date,match_id
Fiji,Samoa,Fiji,3 wickets,Port vila,Sep 11 2022,T20I # 1768
Pakistan,Sri Lanka,Sri Lanka,23 runs,Dubai (DSC),Sep 11 2022,T20I # 1769
Cook Islands,Samoa,Cook Islands,4 wickets,Port vila,Sep 13 2022,T20I # 1770
Vanuatu,Fiji,Vanuatu,18 runs,Port vila,Sep 13 2022,T20I # 1771
Vanuatu,Samoa,Vanuatu,6 wickets,Port vila,Sep 14 2022,T20I # 1772
Cook Islands,Fiji,Cook Islands,8 wickets,Port vila,Sep 14 2022,T20I # 1773
Fiji,Samoa,Fiji,30 runs,Port vila,Sep 15 2022,T20I # 1774
Vanuatu,Cook Islands,Vanuatu,50 runs,Port vila,Sep 15 2022,T20I # 1775
Botswana,Uganda,Uganda,7 wickets,Benoni,Sep 15 2022,T20I # 1776
Cameroon,Malawi,Malawi,7 wickets,Benoni,Sep 15 2022,T20I # 1777
Ghana,Mozambique,Ghana,28 runs,Benoni,Sep 16 2022,T20I # 1778
Kenya,Malawi,Kenya,52 runs,Benoni,Sep 16 2022,T20I # 1779
Cameroon,Tanzania,Tanzania,10 wickets,Benoni,Sep 17 2022,T20I # 1780
Kenya,Tanzania,Tanzania,4 wickets,Benoni,Sep 17 2022,T20I # 1781
Botswana,Ghana,Botswana,11 runs,Benoni,Sep 18 2022,T20I # 1782
Mozambique,Uganda,Uganda,38 runs,Benoni,Sep 18 2022,T20I # 1783
Cameroon,Kenya,Kenya,9 wickets,Benoni,Sep 19 2022,T20I # 1784
Botswana,Mozambique,Botswana,92 runs,Benoni,Sep 19 2022,T20I # 1785
Malawi,Tanzania,Tanzania,44 runs,Benoni,Sep 20 2022,T20I # 1786
Ghana,Uganda,Uganda,8 wickets,Benoni,Sep 20 2022,T20I # 1787
India,Australia,Australia,4 wickets,Mohali,Sep 20 2022,T20I # 1788
Pakistan,England,England,6 wickets,Karachi,Sep 20 2022,T20I # 1789
Kenya,Uganda,Uganda,3 wickets,Benoni,Sep 21 2022,T20I # 1790
Botswana,Tanzania,Tanzania,4 wickets,Benoni,Sep 21 2022,T20I # 1791
Tanzania,Uganda,Uganda,8 wickets,Benoni,Sep 22 2022,T20I # 1792
Pakistan,England,Pakistan,10 wickets,Karachi,Sep 22 2022,T20I # 1793
India,Australia,India,6 wickets,Nagpur,Sep 23 2022,T20I # 1794
Pakistan,England,England,63 runs,Karachi,Sep 23 2022,T20I # 1795
India,Australia,India,6 wickets,Hyderabad,Sep 25 2022,T20I # 1796
U.A.E.,Bangladesh,Bangladesh,7 runs,Dubai (DSC),Sep 25 2022,T20I # 1797
Pakistan,England,Pakistan,3 runs,Karachi,Sep 25 2022,T20I # 1798
U.A.E.,Bangladesh,Bangladesh,32 runs,Dubai (DSC),Sep 27 2022,T20I # 1799
India,South Africa,India,8 wickets,Thiruvananthapuram,Sep 28 2022,T20I # 1800
Pakistan,England,Pakistan,6 runs,Lahore,Sep 28 2022,T20I # 1801
Pakistan,England,England,8 wickets,Lahore,Sep 30 2022,T20I # 1802
India,South Africa,India,16 runs,Guwahati,Oct 2 2022,T20I # 1803
Pakistan,England,England,67 runs,Lahore,Oct 2 2022,T20I # 1804
India,South Africa,South Africa,49 runs,Indore,Oct 4 2022,T20I # 1805
Australia,West Indies,Australia,3 wickets,Carrara,Oct 5 2022,T20I # 1806
Bangladesh,Pakistan,Pakistan,21 runs,Christchurch,Oct 7 2022,T20I # 1807
Australia,West Indies,Australia,31 runs,Brisbane,Oct 7 2022,T20I # 1808
New Zealand,Pakistan,Pakistan,6 wickets,Christchurch,Oct 8 2022,T20I # 1809
Japan,Indonesia,Japan,65 runs,Sano,Oct 9 2022,T20I # 1810
New Zealand,Bangladesh,New Zealand,8 wickets,Christchurch,Oct 9 2022,T20I # 1811
Australia,England,England,8 runs,Perth,Oct 9 2022,T20I # 1812
Japan,Indonesia,Japan,75 runs,Sano,Oct 10 2022,T20I # 1813
Japan,Indonesia,Indonesia,3 wickets,Sano,Oct 11 2022,T20I # 1814
New Zealand,Pakistan,New Zealand,9 wickets,Christchurch,Oct 11 2022,T20I # 1815
New Zealand,Bangladesh,New Zealand,48 runs,Christchurch,Oct 12 2022,T20I # 1816
Australia,England,England,8 runs,Canberra,Oct 12 2022,T20I # 1817
Bangladesh,Pakistan,Pakistan,7 wickets,Christchurch,Oct 13 2022,T20I # 1818
New Zealand,Pakistan,Pakistan,5 wickets,Christchurch,Oct 14 2022,T20I # 1819
Australia,England,no result,-,Canberra,Oct 14 2022,T20I # 1820
Indonesia,South Korea,Indonesia,64 runs,Sano,Oct 15 2022,T20I # 1821
Japan,South Korea,Japan,48 runs,Sano,Oct 15 2022,T20I # 1822
Namibia,Sri Lanka,Namibia,55 runs,Geelong,Oct 16 2022,T20I # 1823
Japan,Indonesia,Japan,4 wickets,Sano,Oct 16 2022,T20I # 1824
Netherlands,U.A.E.,Netherlands,3 wickets,Geelong,Oct 16 2022,T20I # 1825
Scotland,West Indies,Scotland,42 runs,Hobart,Oct 17 2022,T20I # 1826
Japan,South Korea,Japan,8 wickets,Sano,Oct 17 2022,T20I # 1827
Ireland,Zimbabwe,Zimbabwe,31 runs,Hobart,Oct 17 2022,T20I # 1828
Japan,Indonesia,Indonesia,6 wickets,Sano,Oct 18 2022,T20I # 1829
Namibia,Netherlands,Netherlands,5 wickets,Geelong,Oct 18 2022,T20I # 1830
Indonesia,South Korea,Indonesia,3 wickets,Sano,Oct 18 2022,T20I # 1831
Sri Lanka,U.A.E.,Sri Lanka,79 runs,Geelong,Oct 18 2022,T20I # 1832
Ireland,Scotland,Ireland,6 wickets,Hobart,Oct 19 2022,T20I # 1833
West Indies,Zimbabwe,West Indies,31 runs,Hobart,Oct 19 2022,T20I # 1834
Netherlands,Sri Lanka,Sri Lanka,16 runs,Geelong,Oct 20 2022,T20I # 1835
Namibia,U.A.E.,U.A.E.,7 runs,Geelong,Oct 20 2022,T20I # 1836
Ireland,West Indies,Ireland,9 wickets,Hobart,Oct 21 2022,T20I # 1837
Scotland,Zimbabwe,Zimbabwe,5 wickets,Hobart,Oct 21 2022,T20I # 1838
Australia,New Zealand,New Zealand,89 runs,Sydney,Oct 22 2022,T20I # 1839
Afghanistan,England,England,5 wickets,Perth,Oct 22 2022,T20I # 1840
Ireland,Sri Lanka,Sri Lanka,9 wickets,Hobart,Oct 23 2022,T20I # 1841
India,Pakistan,India,4 wickets,Melbourne,Oct 23 2022,T20I # 1842
Bangladesh,Netherlands,Bangladesh,9 runs,Hobart,Oct 24 2022,T20I # 1843
South Africa,Zimbabwe,no result,-,Hobart,Oct 24 2022,T20I # 1844
Australia,Sri Lanka,Australia,7 wickets,Perth,Oct 25 2022,T20I # 1845
England,Ireland,Ireland,5 runs,Melbourne,Oct 26 2022,T20I # 1846
Bangladesh,South Africa,South Africa,104 runs,Sydney,Oct 27 2022,T20I # 1847
India,Netherlands,India,56 runs,Sydney,Oct 27 2022,T20I # 1848
Pakistan,Zimbabwe,Zimbabwe,1 runs,Perth,Oct 27 2022,T20I # 1849
New Zealand,Sri Lanka,New Zealand,65 runs,Sydney,Oct 29 2022,T20I # 1850
Bangladesh,Zimbabwe,Bangladesh,3 runs,Brisbane,Oct 30 2022,T20I # 1851
Netherlands,Pakistan,Pakistan,6 wickets,Perth,Oct 30 2022,T20I # 1852
India,South Africa,South Africa,5 wickets,Perth,Oct 30 2022,T20I # 1853
Tanzania,Rwanda,Tanzania,54 runs,Dar-es-Salaam,Oct 31 2022,T20I # 1854
Australia,Ireland,Australia,42 runs,Brisbane,Oct 31 2022,T20I # 1855
Afghanistan,Sri Lanka,Sri Lanka,6 wickets,Brisbane,Nov 1 2022,T20I # 1856
Tanzania,Rwanda,Tanzania,21 runs,Dar-es-Salaam,Nov 1 2022,T20I # 1857
England,New Zealand,England,20 runs,Brisbane,Nov 1 2022,T20I # 1858
Netherlands,Zimbabwe,Netherlands,5 wickets,Adelaide,Nov 2 2022,T20I # 1859
Bangladesh,India,India,5 runs,Adelaide,Nov 2 2022,T20I # 1860
Pakistan,South Africa,Pakistan,33 runs,Sydney,Nov 3 2022,T20I # 1861
Ireland,New Zealand,New Zealand,35 runs,Adelaide,Nov 4 2022,T20I # 1862
Tanzania,Rwanda,Tanzania,77 runs,Dar-es-Salaam,Nov 4 2022,T20I # 1863
Australia,Afghanistan,Australia,4 runs,Adelaide,Nov 4 2022,T20I # 1864
Germany,Italy,Germany,10 wickets,Almeria,Nov 4 2022,T20I # 1865
Germany,Italy,Germany,8 wickets,Almeria,Nov 4 2022,T20I # 1866
England,Sri Lanka,England,4 wickets,Sydney,Nov 5 2022,T20I # 1867
Spain,Italy,Spain,4 wickets,Almeria,Nov 5 2022,T20I # 1868
Tanzania,Rwanda,Tanzania,3 wickets,Dar-es-Salaam,Nov 5 2022,T20I # 1869
Spain,Germany,Germany,36 runs,Almeria,Nov 5 2022,T20I # 1870
Netherlands,South Africa,Netherlands,13 runs,Adelaide,Nov 6 2022,T20I # 1871
Bangladesh,Pakistan,Pakistan,5 wickets,Adelaide,Nov 6 2022,T20I # 1872
India,Zimbabwe,India,71 runs,Melbourne,Nov 6 2022,T20I # 1873
Spain,Germany,Spain,5 runs,Almeria,Nov 6 2022,T20I # 1874
Tanzania,Rwanda,Tanzania,10 wickets,Dar-es-Salaam,Nov 6 2022,T20I # 1875
Spain,Italy,Italy,33 runs,Almeria,Nov 6 2022,T20I # 1876
New Zealand,Pakistan,Pakistan,7 wickets,Sydney,Nov 9 2022,T20I # 1877
England,India,England,10 wickets,Adelaide,Nov 10 2022,T20I # 1878
England,Pakistan,England,5 wickets,Melbourne,Nov 13 2022,T20I # 1879
Oman,Saudi Arabia,Oman,9 wickets,Al Amerat,Nov 14 2022,T20I # 1880
Bahrain,Canada,Canada,4 wickets,Al Amerat,Nov 14 2022,T20I # 1881
Canada,Saudi Arabia,Canada,66 runs,Al Amerat,Nov 15 2022,T20I # 1882
Oman,Bahrain,Bahrain,6 wickets,Al Amerat,Nov 15 2022,T20I # 1883
Bahrain,Saudi Arabia,Bahrain,53 runs,Al Amerat,Nov 16 2022,T20I # 1884
Oman,Canada,Canada,1 runs,Al Amerat,Nov 16 2022,T20I # 1885
Lesotho,Mali,Lesotho,31 runs,Kigali,Nov 17 2022,T20I # 1886
Rwanda,Botswana,Rwanda,5 wickets,Rwanda,Nov 17 2022,T20I # 1887
Botswana,Seychelles,no result,-,Kigali,Nov 17 2022,T20I # 1888
Kenya,St Helena,no result,-,Rwanda,Nov 17 2022,T20I # 1889
Oman,Saudi Arabia,Oman,7 wickets,Al Amerat,Nov 17 2022,T20I # 1890
Bahrain,Canada,Bahrain,8 wickets,Al Amerat,Nov 17 2022,T20I # 1891
Botswana,Lesotho,Botswana,10 wickets,Kigali,Nov 18 2022,T20I # 1892
Rwanda,St Helena,Rwanda,54 runs,Rwanda,Nov 18 2022,T20I # 1893
Kenya,Malawi,no result,-,Rwanda,Nov 18 2022,T20I # 1894
Mali,Seychelles,no result,-,Kigali,Nov 18 2022,T20I # 1895
Canada,Saudi Arabia,Canada,45 runs,Al Amerat,Nov 19 2022,T20I # 1896
Oman,Bahrain,Oman,106 runs,Al Amerat,Nov 19 2022,T20I # 1897
New Zealand,India,India,65 runs,Mount Maunganui,Nov 20 2022,T20I # 1898
Botswana,Malawi,Malawi,4 wickets,Rwanda,Nov 20 2022,T20I # 1899
Kenya,Mali,Kenya,10 wickets,Kigali,Nov 20 2022,T20I # 1900
Lesotho,Seychelles,Lesotho,7 wickets,Kigali,Nov 20 2022,T20I # 1901
Rwanda,Kenya,Kenya,9 wickets,Rwanda,Nov 20 2022,T20I # 1902
Oman,Canada,Canada,3 wickets,Al Amerat,Nov 20 2022,T20I # 1903
Bahrain,Saudi Arabia,Saudi Arabia,9 wickets,Al Amerat,Nov 20 2022,T20I # 1904
Kenya,Lesotho,Kenya,167 runs,Kigali,Nov 21 2022,T20I # 1905
Malawi,Mali,Malawi,74 runs,Rwanda,Nov 21 2022,T20I # 1906
Rwanda,Malawi,Rwanda,41 runs,Rwanda,Nov 21 2022,T20I # 1907
Seychelles,St Helena,St Helena,2 runs,Kigali,Nov 21 2022,T20I # 1908
Bahrain,Saudi Arabia,Saudi Arabia,32 runs,Al Amerat,Nov 21 2022,T20I # 1909
Oman,Canada,Canada,8 wickets,Al Amerat,Nov 21 2022,T20I # 1910
New Zealand,India,tied,-,Napier,Nov 22 2022,T20I # 1911
Botswana,Mali,Botswana,5 wickets,Rwanda,Nov 22 2022,T20I # 1912
Lesotho,St Helena,St Helena,45 runs,Kigali,Nov 22 2022,T20I # 1913
Malawi,Seychelles,no result,-,Rwanda,Nov 22 2022,T20I # 1914
Mali,St Helena,no result,-,Kigali,Nov 22 2022,T20I # 1915
Malawi,St Helena,Malawi,10 wickets,Rwanda,Nov 24 2022,T20I # 1916
Rwanda,Seychelles,Rwanda,75 runs,Kigali,Nov 24 2022,T20I # 1917
Botswana,Kenya,Kenya,8 wickets,Rwanda,Nov 24 2022,T20I # 1918
Rwanda,Mali,Rwanda,10 wickets,Kigali,Nov 24 2022,T20I # 1919
Botswana,St Helena,Botswana,60 runs,Rwanda,Nov 25 2022,T20I # 1920
Lesotho,Malawi,Malawi,118 runs,Kigali,Nov 25 2022,T20I # 1921
Kenya,Seychelles,Kenya,7 wickets,Rwanda,Nov 25 2022,T20I # 1922
Rwanda,Lesotho,no result,-,Kigali,Nov 25 2022,T20I # 1923
Eswatini,Ghana,Ghana,25 runs,Kigali,Dec 1 2022,T20I # 1924
Sierra Leone,Tanzania,Tanzania,9 wickets,Rwanda,Dec 1 2022,T20I # 1925
Eswatini,Gambia,Eswatini,5 wickets,Kigali,Dec 1 2022,T20I # 1926
Mozambique,Nigeria,Nigeria,8 wickets,Rwanda,Dec 1 2022,T20I # 1927
Ghana,Mozambique,Mozambique,7 wickets,Kigali,Dec 2 2022,T20I # 1928
Nigeria,Sierra Leone,Nigeria,6 wickets,Rwanda,Dec 2 2022,T20I # 1929
Cameroon,Sierra Leone,Sierra Leone,1 wickets,Rwanda,Dec 2 2022,T20I # 1930
Eswatini,Mozambique,Mozambique,9 wickets,Kigali,Dec 2 2022,T20I # 1931
Cameroon,Mozambique,Mozambique,9 wickets,Rwanda,Dec 4 2022,T20I # 1932
Eswatini,Nigeria,Nigeria,118 runs,Kigali,Dec 4 2022,T20I # 1933
Gambia,Nigeria,Nigeria,9 wickets,Kigali,Dec 4 2022,T20I # 1934
Ghana,Tanzania,Tanzania,4 wickets,Rwanda,Dec 4 2022,T20I # 1935
Eswatini,Sierra Leone,Sierra Leone,4 runs,Kigali,Dec 5 2022,T20I # 1936
Mozambique,Tanzania,Tanzania,6 wickets,Rwanda,Dec 5 2022,T20I # 1937
Cameroon,Nigeria,Nigeria,17 runs,Rwanda,Dec 5 2022,T20I # 1938
Ghana,Sierra Leone,Sierra Leone,18 runs,Kigali,Dec 5 2022,T20I # 1939
Gambia,Sierra Leone,Sierra Leone,8 wickets,Kigali,Dec 6 2022,T20I # 1940
Eswatini,Tanzania,Tanzania,66 runs,Rwanda,Dec 6 2022,T20I # 1941
Cameroon,Ghana,Ghana,107 runs,Kigali,Dec 6 2022,T20I # 1942
Gambia,Tanzania,Tanzania,10 wickets,Rwanda,Dec 6 2022,T20I # 1943
Cameroon,Eswatini,no result,-,Kigali,Dec 8 2022,T20I # 1944
Gambia,Ghana,Ghana,138 runs,Rwanda,Dec 8 2022,T20I # 1945
Gambia,Mozambique,Mozambique,40 runs,Kigali,Dec 8 2022,T20I # 1946
Nigeria,Tanzania,no result,-,Rwanda,Dec 8 2022,T20I # 1947
Cameroon,Gambia,Gambia,11 runs,Kigali,Dec 9 2022,T20I # 1948
Mozambique,Sierra Leone,Mozambique,5 wickets,Rwanda,Dec 9 2022,T20I # 1949
Cameroon,Tanzania,Tanzania,184 runs,Kigali,Dec 9 2022,T20I # 1950
Ghana,Nigeria,Nigeria,6 wickets,Rwanda,Dec 9 2022,T20I # 1951
Rwanda,Tanzania,Tanzania,66 runs,Rwanda,Dec 13 2022,T20I # 1952
Rwanda,Tanzania,Tanzania,5 wickets,Rwanda,Dec 13 2022,T20I # 1953
Rwanda,Uganda,Uganda,85 runs,Rwanda,Dec 14 2022,T20I # 1954
Tanzania,Uganda,no result,-,Rwanda,Dec 14 2022,T20I # 1955
Malaysia,Bahrain,Malaysia,11 runs,Bangi,Dec 15 2022,T20I # 1956
Qatar,Singapore,Qatar,5 wickets,Bangi,Dec 15 2022,T20I # 1957
Rwanda,Uganda,Uganda,133 runs,Rwanda,Dec 15 2022,T20I # 1958
Tanzania,Uganda,Uganda,13 runs,Rwanda,Dec 15 2022,T20I # 1959
Malaysia,Qatar,Malaysia,8 wickets,Bangi,Dec 16 2022,T20I # 1960
Bahrain,Singapore,tied,-,Bangi,Dec 16 2022,T20I # 1961
Rwanda,Uganda,Uganda,97 runs,Rwanda,Dec 16 2022,T20I # 1962
Rwanda,Tanzania,Rwanda,1 runs,Rwanda,Dec 16 2022,T20I # 1963
Bahrain,Qatar,Bahrain,13 runs,Bangi,Dec 18 2022,T20I # 1964
Malaysia,Singapore,Malaysia,120 runs,Bangi,Dec 18 2022,T20I # 1965
Tanzania,Uganda,Uganda,2 runs,Rwanda,Dec 18 2022,T20I # 1966
Rwanda,Tanzania,Tanzania,6 wickets,Rwanda,Dec 18 2022,T20I # 1967
Qatar,Singapore,Qatar,8 wickets,Bangi,Dec 19 2022,T20I # 1968
Malaysia,Bahrain,Malaysia,7 wickets,Bangi,Dec 19 2022,T20I # 1969
Tanzania,Uganda,Tanzania,5 wickets,Rwanda,Dec 19 2022,T20I # 1970
Rwanda,Uganda,Uganda,9 wickets,Rwanda,Dec 19 2022,T20I # 1971
Rwanda,Tanzania,Tanzania,31 runs,Rwanda,Dec 20 2022,T20I # 1972
Rwanda,Uganda,Uganda,7 wickets,Rwanda,Dec 20 2022,T20I # 1973
Bahrain,Singapore,Bahrain,6 wickets,Bangi,Dec 21 2022,T20I # 1974
Malaysia,Qatar,no result,-,Bangi,Dec 21 2022,T20I # 1975
Malaysia,Singapore,Malaysia,143 runs,Bangi,Dec 22 2022,T20I # 1976
Bahrain,Qatar,no result,-,Bangi,Dec 22 2022,T20I # 1977
Rwanda,Tanzania,Tanzania,28 runs,Rwanda,Dec 22 2022,T20I # 1978
Tanzania,Uganda,Uganda,7 runs,Rwanda,Dec 22 2022,T20I # 1979
Qatar,Singapore,Qatar,9 wickets,Bangi,Dec 23 2022,T20I # 1980
Malaysia,Bahrain,Bahrain,6 wickets,Bangi,Dec 23 2022,T20I # 1981
Rwanda,Uganda,Uganda,3 runs,Rwanda,Dec 23 2022,T20I # 1982
Tanzania,Uganda,no result,-,Rwanda,Dec 23 2022,T20I # 1983
