match,bowlingTeam,bowlerName,overs,maiden,runs,wickets,economy,0s,4s,6s,wides,noBalls,match_id
Australia Vs South Africa,South Africa,Makhaya Ntini,4,0,40,2,10.00,7,4,2,0,0,T20I # 80
Australia Vs South Africa,South Africa,Lonwabo Tsotsobe,2,0,16,1,8.00,6,2,0,1,0,T20I # 80
Australia Vs South Africa,South Africa,Jacques Kallis,2,0,25,0,12.50,2,2,1,0,0,T20I # 80
Australia Vs South Africa,South Africa,Dale Steyn,4,0,38,3,9.50,8,2,2,1,0,T20I # 80
Australia Vs South Africa,South Africa,Johan Botha,4,0,31,0,7.75,9,1,2,0,0,T20I # 80
Australia Vs South Africa,South Africa,Albie Morkel,4,0,30,2,7.50,8,1,1,0,0,T20I # 80
Australia Vs South Africa,Australia,Nathan Bracken,3,0,18,2,6.00,8,1,0,1,0,T20I # 80
Australia Vs South Africa,Australia,Shaun Tait,4,0,36,2,9.00,13,4,1,2,0,T20I # 80
Australia Vs South Africa,Australia,Ben Hilfenhaus,3,0,15,2,5.00,12,3,0,0,0,T20I # 80
Australia Vs South Africa,Australia,James Hopes,4,0,31,1,7.75,5,3,0,1,0,T20I # 80
Australia Vs South Africa,Australia,David Hussey,4,0,25,3,6.25,6,0,0,2,0,T20I # 80
South Africa Vs Australia,Australia,Shaun Tait,4,0,37,0,9.25,9,4,1,1,0,T20I # 81
South Africa Vs Australia,Australia,Nathan Bracken,4,0,29,1,7.25,8,2,1,1,0,T20I # 81
South Africa Vs Australia,Australia,Ben Hilfenhaus,4,0,32,1,8.00,7,1,1,2,0,T20I # 81
South Africa Vs Australia,Australia,James Hopes,4,0,29,2,7.25,7,2,1,0,0,T20I # 81
South Africa Vs Australia,Australia,David Hussey,3,0,18,1,6.00,3,1,0,0,0,T20I # 81
South Africa Vs Australia,Australia,Michael Hussey,1,0,5,0,5.00,1,0,0,0,0,T20I # 81
South Africa Vs Australia,South Africa,Johan Botha,4,0,19,0,4.75,9,1,0,0,0,T20I # 81
South Africa Vs Australia,South Africa,Dale Steyn,3,0,19,1,6.33,10,0,1,3,0,T20I # 81
South Africa Vs Australia,South Africa,Wayne Parnell,4,0,44,0,11.00,5,7,0,0,0,T20I # 81
South Africa Vs Australia,South Africa,Morne Morkel,3.5,0,32,2,8.34,11,4,1,0,0,T20I # 81
South Africa Vs Australia,South Africa,Albie Morkel,3,0,36,0,12.00,4,2,2,0,0,T20I # 81
South Africa Vs Australia,South Africa,Jean-Paul Duminy,1,0,8,0,8.00,0,0,0,0,0,T20I # 81
Sri Lanka Vs India,India,Zaheer Khan,4,0,34,0,8.50,10,6,0,0,0,T20I # 82
Sri Lanka Vs India,India,Ishant Sharma,4,0,40,1,10.00,10,3,3,2,0,T20I # 82
Sri Lanka Vs India,India,Irfan Pathan,4,0,34,1,8.50,9,3,1,2,0,T20I # 82
Sri Lanka Vs India,India,Yusuf Pathan,4,0,23,2,5.75,11,3,0,0,0,T20I # 82
Sri Lanka Vs India,India,Ravindra Jadeja,4,0,29,0,7.25,6,2,0,1,0,T20I # 82
Sri Lanka Vs India,Sri Lanka,Lasith Malinga,3.2,0,38,0,11.40,6,5,1,2,0,T20I # 82
Sri Lanka Vs India,Sri Lanka,Thilan Thushara,3,0,27,1,9.00,9,3,1,3,0,T20I # 82
Sri Lanka Vs India,Sri Lanka,Dilhara Fernando,4,0,44,0,11.00,7,4,1,4,0,T20I # 82
Sri Lanka Vs India,Sri Lanka,Kaushalya Weeraratne,1,0,12,0,12.00,2,1,1,0,0,T20I # 82
Sri Lanka Vs India,Sri Lanka,Jehan Mubarak,1,0,9,1,9.00,1,1,0,0,0,T20I # 82
Sri Lanka Vs India,Sri Lanka,Malinga Bandara,4,0,32,3,8.00,11,1,3,1,0,T20I # 82
Sri Lanka Vs India,Sri Lanka,Sanath Jayasuriya,3,0,10,1,3.33,9,0,0,0,0,T20I # 82
Australia Vs New Zealand,New Zealand,James Franklin,1,0,6,0,6.00,2,0,0,0,0,T20I # 83
Australia Vs New Zealand,New Zealand,Tim Southee,4,0,31,1,7.75,11,4,0,0,1,T20I # 83
Australia Vs New Zealand,New Zealand,Iain O'Brien,4,0,34,2,8.50,7,5,0,0,0,T20I # 83
Australia Vs New Zealand,New Zealand,Ian Butler,4,0,30,1,7.50,6,1,1,1,0,T20I # 83
Australia Vs New Zealand,New Zealand,Daniel Vettori,4,0,23,1,5.75,6,0,0,0,0,T20I # 83
Australia Vs New Zealand,New Zealand,Nathan McCullum,2,0,14,0,7.00,2,1,0,0,0,T20I # 83
Australia Vs New Zealand,New Zealand,Grant Elliott,1,0,11,1,11.00,1,0,1,0,0,T20I # 83
Australia Vs New Zealand,Australia,Peter Siddle,4,0,24,2,6.00,11,3,0,1,0,T20I # 83
Australia Vs New Zealand,Australia,Nathan Bracken,4,1,16,0,4.00,16,1,1,0,0,T20I # 83
Australia Vs New Zealand,Australia,Ben Hilfenhaus,4,0,32,1,8.00,9,3,1,1,0,T20I # 83
Australia Vs New Zealand,Australia,James Hopes,4,0,40,1,10.00,7,5,1,0,0,T20I # 83
Australia Vs New Zealand,Australia,David Hussey,4,0,24,0,6.00,8,1,0,0,0,T20I # 83
India Vs New Zealand,New Zealand,Tim Southee,4,0,42,1,10.50,9,2,4,0,0,T20I # 84
India Vs New Zealand,New Zealand,Iain O'Brien,4,0,36,2,9.00,9,2,3,0,0,T20I # 84
India Vs New Zealand,New Zealand,Ian Butler,4,0,29,2,7.25,10,1,2,1,0,T20I # 84
India Vs New Zealand,New Zealand,Daniel Vettori,4,0,18,1,4.50,13,0,1,2,0,T20I # 84
India Vs New Zealand,New Zealand,Nathan McCullum,2,0,27,1,13.50,3,1,3,0,0,T20I # 84
India Vs New Zealand,New Zealand,Jesse Ryder,2,0,7,1,3.50,6,0,0,0,0,T20I # 84
India Vs New Zealand,India,Zaheer Khan,4,0,20,1,5.00,15,3,0,1,0,T20I # 84
India Vs New Zealand,India,Ishant Sharma,4,0,35,1,8.75,9,3,1,0,3,T20I # 84
India Vs New Zealand,India,Irfan Pathan,3,0,38,0,12.66,6,2,4,0,0,T20I # 84
India Vs New Zealand,India,Harbhajan Singh,4,0,19,1,4.75,11,0,1,0,0,T20I # 84
India Vs New Zealand,India,Yusuf Pathan,2.5,0,37,0,13.05,5,1,4,1,0,T20I # 84
