Team 1,Team 2,Winner,Margin,Ground,Match Date,match_id
ICC World XI,West Indies,West Indies,72 runs,Lord's,"May 31, 2018",T20I # 666
Afghanistan,Bangladesh,Afghanistan,45 runs,Dehradun,"Jun 3, 2018",T20I # 667
Afghanistan,Bangladesh,Afghanistan,6 wickets,Dehradun,"Jun 5, 2018",T20I # 668
Afghanistan,Bangladesh,Afghanistan,1 runs,Dehradun,"Jun 7, 2018",T20I # 669
Netherlands,Ireland,Netherlands,4 runs,Rotterdam,"Jun 12, 2018",T20I # 670
Scotland,Pakistan,Pakistan,48 runs,Edinburgh,"Jun 12, 2018",T20I # 671
Netherlands,Ireland,Netherlands,4 wickets,Rotterdam,"Jun 13, 2018",T20I # 672
Scotland,Pakistan,Pakistan,84 runs,Edinburgh,"Jun 13, 2018",T20I # 673
Ireland,Scotland,Ireland,46 runs,Deventer,"Jun 16, 2018",T20I # 674
Ireland,Scotland,tied,-,Deventer,"Jun 17, 2018",T20I # 675
Netherlands,Scotland,Scotland,7 wickets,Amstelveen,"Jun 19, 2018",T20I # 676
Netherlands,Scotland,Scotland,115 runs,Amstelveen,"Jun 20, 2018",T20I # 677
Ireland,India,India,76 runs,Dublin (Malahide),"Jun 27, 2018",T20I # 678
England,Australia,England,28 runs,Birmingham,"Jun 27, 2018",T20I # 679
Ireland,India,India,143 runs,Dublin (Malahide),"Jun 29, 2018",T20I # 680
Zimbabwe,Pakistan,Pakistan,74 runs,Harare,"Jul 1, 2018",T20I # 681
Australia,Pakistan,Australia,9 wickets,Harare,"Jul 2, 2018",T20I # 682
Zimbabwe,Australia,Australia,100 runs,Harare,"Jul 3, 2018",T20I # 683
England,India,India,8 wickets,Manchester,"Jul 3, 2018",T20I # 684
Zimbabwe,Pakistan,Pakistan,7 wickets,Harare,"Jul 4, 2018",T20I # 685
Australia,Pakistan,Pakistan,45 runs,Harare,"Jul 5, 2018",T20I # 686
Zimbabwe,Australia,Australia,5 wickets,Harare,"Jul 6, 2018",T20I # 687
England,India,England,5 wickets,Cardiff,"Jul 6, 2018",T20I # 688
Australia,Pakistan,Pakistan,6 wickets,Harare,"Jul 8, 2018",T20I # 689
England,India,India,7 wickets,Bristol,"Jul 8, 2018",T20I # 690
Nepal,Netherlands,no result,-,Lord's,"Jul 29, 2018",T20I # 691
West Indies,Bangladesh,West Indies,7 wickets,Basseterre,"Jul 31, 2018",T20I # 692
Bangladesh,West Indies,Bangladesh,12 runs,Lauderhill,"Aug 4, 2018",T20I # 693
Bangladesh,West Indies,Bangladesh,19 runs,Lauderhill,"Aug 5, 2018",T20I # 694
Sri Lanka,South Africa,Sri Lanka,3 wickets,Colombo (RPS),"Aug 14, 2018",T20I # 695
Ireland,Afghanistan,Afghanistan,16 runs,Bready,"Aug 20, 2018",T20I # 696
Ireland,Afghanistan,Afghanistan,81 runs,Bready,"Aug 22, 2018",T20I # 697
South Africa,Zimbabwe,South Africa,34 runs,East London,"Oct 9, 2018",T20I # 698
South Africa,Zimbabwe,South Africa,6 wickets,Potchefstroom,"Oct 12, 2018",T20I # 699
U.A.E.,Australia,Australia,7 wickets,Tolerance Oval,"Oct 22, 2018",T20I # 700
Australia,Pakistan,Pakistan,66 runs,Abu Dhabi,"Oct 24, 2018",T20I # 701
Australia,Pakistan,Pakistan,11 runs,Dubai (DSC),"Oct 26, 2018",T20I # 702
Sri Lanka,England,England,30 runs,Colombo (RPS),"Oct 27, 2018",T20I # 703
Australia,Pakistan,Pakistan,33 runs,Dubai (DSC),"Oct 28, 2018",T20I # 704
New Zealand,Pakistan,Pakistan,2 runs,Abu Dhabi,"Oct 31, 2018",T20I # 705
New Zealand,Pakistan,Pakistan,6 wickets,Dubai (DSC),"Nov 2, 2018",T20I # 706
India,West Indies,India,5 wickets,Eden Gardens,"Nov 4, 2018",T20I # 707
New Zealand,Pakistan,Pakistan,47 runs,Dubai (DSC),"Nov 4, 2018",T20I # 708
India,West Indies,India,71 runs,Lucknow,"Nov 6, 2018",T20I # 709
India,West Indies,India,6 wickets,Chennai,"Nov 11, 2018",T20I # 710
Australia,South Africa,South Africa,21 runs,Carrara,"Nov 17, 2018",T20I # 711
Australia,India,Australia,4 runs,Brisbane,"Nov 21, 2018",T20I # 712
Australia,India,no result,-,Melbourne,"Nov 23, 2018",T20I # 713
Australia,India,India,6 wickets,Sydney,"Nov 25, 2018",T20I # 714
Bangladesh,West Indies,West Indies,8 wickets,Sylhet,"Dec 17, 2018",T20I # 715
Bangladesh,West Indies,Bangladesh,36 runs,Mirpur,"Dec 20, 2018",T20I # 716
Bangladesh,West Indies,West Indies,50 runs,Mirpur,"Dec 22, 2018",T20I # 717
