match,teamInnings,battingPos,batsmanName,runs,balls,4s,6s,SR,out/not_out,match_id
New Zealand Vs West Indies,West Indies,6,Carlos Brathwaite,15,14,1,1,107.14,out,T20I # 638
New Zealand Vs West Indies,West Indies,7,Ashley Nurse,14,25,1,0,56.00,not_out,T20I # 638
New Zealand Vs West Indies,West Indies,8,Rayad Emrit,5,6,0,0,83.33,out,T20I # 638
New Zealand Vs West Indies,West Indies,9,Jerome Taylor,13,4,0,2,325.00,out,T20I # 638
New Zealand Vs West Indies,West Indies,10,Samuel Badree,2,6,0,0,33.33,out,T20I # 638
New Zealand Vs West Indies,West Indies,11,Shai Hope,-,-,-,-,-,out,T20I # 638
Pakistan Vs New Zealand,Pakistan,1,Fakhar Zaman,3,4,0,0,75.00,out,T20I # 639
Pakistan Vs New Zealand,Pakistan,2,Umar Amin,0,7,0,0,0.00,out,T20I # 639
Pakistan Vs New Zealand,Pakistan,3,Mohammad Nawaz,7,9,1,0,77.77,out,T20I # 639
Pakistan Vs New Zealand,Pakistan,4,Haris Sohail,9,10,1,0,90.00,out,T20I # 639
Pakistan Vs New Zealand,Pakistan,5,Babar Azam,41,41,1,1,100.00,out,T20I # 639
Pakistan Vs New Zealand,Pakistan,6,Sarfaraz Ahmed,9,14,1,0,64.28,out,T20I # 639
Pakistan Vs New Zealand,Pakistan,7,Shadab Khan,0,1,0,0,0.00,out,T20I # 639
Pakistan Vs New Zealand,Pakistan,8,Faheem Ashraf,7,14,0,0,50.00,out,T20I # 639
Pakistan Vs New Zealand,Pakistan,9,Hasan Ali,23,12,0,3,191.66,out,T20I # 639
Pakistan Vs New Zealand,Pakistan,10,Mohammad Amir,3,6,0,0,50.00,out,T20I # 639
Pakistan Vs New Zealand,Pakistan,11,Rumman Raees,0,0,0,0,-,not_out,T20I # 639
Pakistan Vs New Zealand,New Zealand,1,Martin Guptill,2,6,0,0,33.33,out,T20I # 639
Pakistan Vs New Zealand,New Zealand,2,Colin Munro,49,43,3,2,113.95,not_out,T20I # 639
Pakistan Vs New Zealand,New Zealand,3,Glenn Phillips,3,11,0,0,27.27,out,T20I # 639
Pakistan Vs New Zealand,New Zealand,4,Tom Bruce,26,22,3,1,118.18,out,T20I # 639
Pakistan Vs New Zealand,New Zealand,5,Ross Taylor,22,13,3,0,169.23,not_out,T20I # 639
Pakistan Vs New Zealand,Pakistan,1,Fakhar Zaman,50,28,5,3,178.57,out,T20I # 640
Pakistan Vs New Zealand,Pakistan,2,Ahmed Shehzad,44,34,6,1,129.41,out,T20I # 640
Pakistan Vs New Zealand,Pakistan,3,Babar Azam,50,29,5,1,172.41,not_out,T20I # 640
Pakistan Vs New Zealand,Pakistan,4,Sarfaraz Ahmed,41,24,2,3,170.83,out,T20I # 640
Pakistan Vs New Zealand,Pakistan,5,Faheem Ashraf,0,1,0,0,0.00,out,T20I # 640
Pakistan Vs New Zealand,Pakistan,6,Hasan Ali,6,4,1,0,150.00,not_out,T20I # 640
Pakistan Vs New Zealand,New Zealand,1,Martin Guptill,26,27,1,1,96.29,out,T20I # 640
Pakistan Vs New Zealand,New Zealand,2,Colin Munro,1,2,0,0,50.00,out,T20I # 640
Pakistan Vs New Zealand,New Zealand,3,Kane Williamson,0,1,0,0,0.00,out,T20I # 640
Pakistan Vs New Zealand,New Zealand,4,Tom Bruce,11,8,1,1,137.50,out,T20I # 640
Pakistan Vs New Zealand,New Zealand,5,Glenn Phillips,5,9,0,0,55.55,out,T20I # 640
Pakistan Vs New Zealand,New Zealand,6,Colin de Grandhomme,10,3,1,1,333.33,out,T20I # 640
Pakistan Vs New Zealand,New Zealand,7,Mitchell Santner,37,28,4,0,132.14,out,T20I # 640
Pakistan Vs New Zealand,New Zealand,8,Ben Wheeler,30,20,2,2,150.00,out,T20I # 640
Pakistan Vs New Zealand,New Zealand,9,Ish Sodhi,15,12,1,1,125.00,out,T20I # 640
Pakistan Vs New Zealand,New Zealand,10,Seth Rance,1,2,0,0,50.00,out,T20I # 640
Pakistan Vs New Zealand,New Zealand,11,Trent Boult,0,0,0,0,-,not_out,T20I # 640
Pakistan Vs New Zealand,Pakistan,1,Fakhar Zaman,46,36,1,127.77,19,out,T20I # 641
Pakistan Vs New Zealand,Pakistan,2,Ahmed Shehzad,18,3,105.55,18,17,out,T20I # 641
Pakistan Vs New Zealand,Pakistan,3,Babar Azam,1,0,29,21,3,out,T20I # 641
Pakistan Vs New Zealand,Pakistan,4,Sarfaraz Ahmed,0,138.09,12,3,0,out,T20I # 641
Pakistan Vs New Zealand,Pakistan,5,Haris Sohail,166.66,21,0,3,300.00,not_out,T20I # 641
Pakistan Vs New Zealand,Pakistan,6,Umar Amin,8,4,0,200.00,15,out,T20I # 641
Pakistan Vs New Zealand,Pakistan,7,Faheem Ashraf,6,1,250.00,4,0,out,T20I # 641
Pakistan Vs New Zealand,Pakistan,8,Aamer Yamin,39,9.75,4,1,0,not_out,T20I # 641
Pakistan Vs New Zealand,New Zealand,1,Martin Guptill,0,64.28,19,2,0,out,T20I # 641
Pakistan Vs New Zealand,New Zealand,2,Kane Williamson,84.21,22,2,1,146.66,out,T20I # 641
Pakistan Vs New Zealand,New Zealand,3,Anaru Kitchen,1,2,0,50.00,25,out,T20I # 641
Pakistan Vs New Zealand,New Zealand,4,Tom Bruce,11,0,227.27,3,5,out,T20I # 641
Pakistan Vs New Zealand,New Zealand,5,Colin de Grandhomme,0,0,24,12,3,out,T20I # 641
Pakistan Vs New Zealand,New Zealand,6,Ross Taylor,1,200.00,0,25,6.25,out,T20I # 641
Pakistan Vs New Zealand,New Zealand,7,Tom Blundell,8,1,1,0,4,not_out,T20I # 641
Pakistan Vs New Zealand,New Zealand,8,Mitchell Santner,0,41,9,3,3,not_out,T20I # 641
New Zealand Vs Australia,New Zealand,1,Martin Guptill,5,5,1,0,100.00,out,T20I # 642
New Zealand Vs Australia,New Zealand,2,Colin Munro,3,3,0,0,100.00,out,T20I # 642
New Zealand Vs Australia,New Zealand,3,Kane Williamson,8,21,0,0,38.09,out,T20I # 642
New Zealand Vs Australia,New Zealand,4,Tom Bruce,3,3,0,0,100.00,out,T20I # 642
New Zealand Vs Australia,New Zealand,5,Ross Taylor,24,35,1,0,68.57,out,T20I # 642
New Zealand Vs Australia,New Zealand,6,Tom Blundell,14,16,0,0,87.50,out,T20I # 642
New Zealand Vs Australia,New Zealand,7,Colin de Grandhomme,38,24,1,3,158.33,not_out,T20I # 642
New Zealand Vs Australia,New Zealand,8,Mitchell Santner,1,4,0,0,25.00,out,T20I # 642
New Zealand Vs Australia,New Zealand,9,Tim Southee,9,6,0,1,150.00,out,T20I # 642
New Zealand Vs Australia,New Zealand,10,Ish Sodhi,0,3,0,0,0.00,out,T20I # 642
New Zealand Vs Australia,Australia,1,David Warner,6,8,1,0,75.00,out,T20I # 642
New Zealand Vs Australia,Australia,2,D'Arcy Short,4,4,1,0,100.00,out,T20I # 642
New Zealand Vs Australia,Australia,3,Chris Lynn,44,33,6,1,133.33,out,T20I # 642
New Zealand Vs Australia,Australia,4,Glenn Maxwell,40,24,5,1,166.66,not_out,T20I # 642
New Zealand Vs Australia,Australia,5,Alex Carey,0,0,0,0,-,not_out,T20I # 642
Zimbabwe Vs Afghanistan,Zimbabwe,1,Hamilton Masakadza,18,23,1,78.26,34,out,T20I # 643
Zimbabwe Vs Afghanistan,Zimbabwe,2,Solomon Mire,21,5,161.90,3,11,out,T20I # 643
Zimbabwe Vs Afghanistan,Zimbabwe,3,Brendan Taylor,0,0,1,2,0,out,T20I # 643
Zimbabwe Vs Afghanistan,Zimbabwe,4,Sikandar Raza,0,50.00,14,0,0,out,T20I # 643
Zimbabwe Vs Afghanistan,Zimbabwe,5,Ryan Burl,57.14,2,0,0,33.33,out,T20I # 643
Zimbabwe Vs Afghanistan,Zimbabwe,6,Peter Moor,3,9,0,33.33,27,out,T20I # 643
Zimbabwe Vs Afghanistan,Zimbabwe,7,Graeme Cremer,16,3,168.75,1,8,out,T20I # 643
Zimbabwe Vs Afghanistan,Zimbabwe,8,Malcolm Waller,0,0,7,10,0,not_out,T20I # 643
Zimbabwe Vs Afghanistan,Zimbabwe,9,Kyle Jarvis,0,70.00,1,0,0,out,T20I # 643
Zimbabwe Vs Afghanistan,Zimbabwe,10,Tendai Chatara,0.00,4,25,6.25,3,out,T20I # 643
Zimbabwe Vs Afghanistan,Zimbabwe,11,Blessing Muzarabani,0,4,31,7.75,0,not_out,T20I # 643
Zimbabwe Vs Afghanistan,Afghanistan,1,Mohammad Shahzad,0.00,14,1,1,155.55,out,T20I # 643
Zimbabwe Vs Afghanistan,Afghanistan,2,Karim Sadiq,3.4,0,6.54,3,0,out,T20I # 643
Zimbabwe Vs Afghanistan,Afghanistan,3,Asghar Afghan,3,0,7.66,0,0,out,T20I # 643
Zimbabwe Vs Afghanistan,Afghanistan,4,Mohammad Nabi,4,0,9.00,0,0,not_out,T20I # 643
Zimbabwe Vs Afghanistan,Afghanistan,5,Sharafuddin Ashraf,2,0,9.00,0,0,out,T20I # 643
Zimbabwe Vs Afghanistan,Afghanistan,6,Najibullah Zadran,2,0,5.50,1,0,out,T20I # 643
Afghanistan Vs Zimbabwe,Afghanistan,1,Mohammad Shahzad,17,22,0,77.27,28,out,T20I # 644
Afghanistan Vs Zimbabwe,Afghanistan,2,Karim Sadiq,30,2,93.33,27,14,out,T20I # 644
Afghanistan Vs Zimbabwe,Afghanistan,3,Asghar Afghan,1,3,45,26,2,out,T20I # 644
Afghanistan Vs Zimbabwe,Afghanistan,4,Mohammad Nabi,4,173.07,18,4,0,out,T20I # 644
Afghanistan Vs Zimbabwe,Afghanistan,5,Najibullah Zadran,133.33,0,0,0,0.00,out,T20I # 644
Afghanistan Vs Zimbabwe,Afghanistan,6,Shafiqullah,1,3,0,33.33,2,out,T20I # 644
Afghanistan Vs Zimbabwe,Afghanistan,7,Sharafuddin Ashraf,3,0,66.66,0,3,out,T20I # 644
Afghanistan Vs Zimbabwe,Afghanistan,8,Gulbadin Naib,0,0,0,1,0,not_out,T20I # 644
Afghanistan Vs Zimbabwe,Afghanistan,9,Rashid Khan,0,0.00,0,0,0,out,T20I # 644
Afghanistan Vs Zimbabwe,Afghanistan,10,Aftab Alam,-,4,22,5.50,2,out,T20I # 644
Afghanistan Vs Zimbabwe,Afghanistan,11,Mujeeb Ur Rahman,0,4,20,5.00,2,not_out,T20I # 644
Afghanistan Vs Zimbabwe,Zimbabwe,1,Solomon Mire,85.71,12,1,1,200.00,out,T20I # 644
Afghanistan Vs Zimbabwe,Zimbabwe,2,Hamilton Masakadza,4,0,5.25,0,0,out,T20I # 644
Afghanistan Vs Zimbabwe,Zimbabwe,3,Brendan Taylor,4,0,7.25,0,0,out,T20I # 644
Afghanistan Vs Zimbabwe,Zimbabwe,4,Sikandar Raza,3,0,11.33,1,0,out,T20I # 644
Afghanistan Vs Zimbabwe,Zimbabwe,5,Ryan Burl,2,0,3.00,0,0,out,T20I # 644
Afghanistan Vs Zimbabwe,Zimbabwe,6,Malcolm Waller,3,0,8.00,0,0,not_out,T20I # 644
Afghanistan Vs Zimbabwe,Zimbabwe,7,Peter Moor,4,0,5.75,0,0,not_out,T20I # 644
England Vs Australia,England,1,Jason Roy,9,7,1,0,128.57,out,T20I # 645
England Vs Australia,England,2,Alex Hales,22,15,4,0,146.66,out,T20I # 645
England Vs Australia,England,3,Dawid Malan,50,36,5,2,138.88,out,T20I # 645
England Vs Australia,England,4,Eoin Morgan,22,14,2,1,157.14,out,T20I # 645
England Vs Australia,England,5,Jos Buttler,5,7,0,0,71.42,out,T20I # 645
England Vs Australia,England,6,Sam Billings,10,9,1,0,111.11,out,T20I # 645
England Vs Australia,England,7,David Willey,3,6,0,0,50.00,out,T20I # 645
England Vs Australia,England,8,Chris Jordan,16,11,0,1,145.45,not_out,T20I # 645
England Vs Australia,England,9,Adil Rashid,1,4,0,0,25.00,out,T20I # 645
England Vs Australia,England,10,Tom Curran,6,2,0,1,300.00,out,T20I # 645
England Vs Australia,England,11,Mark Wood,5,9,0,0,55.55,not_out,T20I # 645
England Vs Australia,Australia,1,David Warner,4,2,1,0,200.00,out,T20I # 645
England Vs Australia,Australia,2,D'Arcy Short,30,20,2,2,150.00,out,T20I # 645
England Vs Australia,Australia,3,Chris Lynn,0,2,0,0,0.00,out,T20I # 645
England Vs Australia,Australia,4,Glenn Maxwell,103,58,10,4,177.58,not_out,T20I # 645
England Vs Australia,Australia,5,Marcus Stoinis,6,11,1,0,54.54,out,T20I # 645
England Vs Australia,Australia,6,Travis Head,6,13,0,0,46.15,out,T20I # 645
England Vs Australia,Australia,7,Alex Carey,5,5,0,0,100.00,not_out,T20I # 645
England Vs Australia,England,1,Jason Roy,8,7,1,0,114.28,out,T20I # 646
England Vs Australia,England,2,Alex Hales,3,3,0,0,100.00,out,T20I # 646
England Vs Australia,England,3,Dawid Malan,10,10,1,0,100.00,out,T20I # 646
England Vs Australia,England,4,James Vince,21,21,2,0,100.00,out,T20I # 646
England Vs Australia,England,5,Jos Buttler,46,49,3,0,93.87,out,T20I # 646
England Vs Australia,England,6,Sam Billings,29,23,4,1,126.08,out,T20I # 646
England Vs Australia,England,7,David Willey,10,6,2,0,166.66,out,T20I # 646
England Vs Australia,England,8,Chris Jordan,1,1,0,0,100.00,not_out,T20I # 646
England Vs Australia,Australia,1,David Warner,2,4,0,0,50.00,out,T20I # 646
England Vs Australia,Australia,2,D'Arcy Short,36,33,3,1,109.09,not_out,T20I # 646
England Vs Australia,Australia,3,Chris Lynn,31,19,4,2,163.15,out,T20I # 646
England Vs Australia,Australia,4,Glenn Maxwell,39,26,3,2,150.00,out,T20I # 646
England Vs Australia,Australia,5,Aaron Finch,20,5,2,2,400.00,not_out,T20I # 646
New Zealand Vs England,New Zealand,1,Martin Guptill,65,40,6,3,162.50,out,T20I # 647
New Zealand Vs England,New Zealand,2,Colin Munro,11,13,2,0,84.61,out,T20I # 647
New Zealand Vs England,New Zealand,3,Kane Williamson,72,46,4,4,156.52,out,T20I # 647
New Zealand Vs England,New Zealand,4,Colin de Grandhomme,0,1,0,0,0.00,out,T20I # 647
New Zealand Vs England,New Zealand,5,Mark Chapman,20,13,0,2,153.84,out,T20I # 647
New Zealand Vs England,New Zealand,6,Ross Taylor,1,1,0,0,100.00,not_out,T20I # 647
New Zealand Vs England,New Zealand,7,Tim Seifert,14,6,0,2,233.33,not_out,T20I # 647
New Zealand Vs England,England,1,Jason Roy,8,8,2,0,100.00,out,T20I # 647
New Zealand Vs England,England,2,Alex Hales,47,24,6,3,195.83,out,T20I # 647
New Zealand Vs England,England,3,Dawid Malan,59,40,6,2,147.50,out,T20I # 647
New Zealand Vs England,England,4,James Vince,10,7,0,1,142.85,out,T20I # 647
New Zealand Vs England,England,5,Jos Buttler,2,4,0,0,50.00,out,T20I # 647
New Zealand Vs England,England,6,Sam Billings,12,11,1,0,109.09,out,T20I # 647
New Zealand Vs England,England,7,David Willey,21,10,0,2,210.00,out,T20I # 647
New Zealand Vs England,England,8,Chris Jordan,6,6,1,0,100.00,out,T20I # 647
New Zealand Vs England,England,9,Liam Plunkett,0,1,0,0,0.00,out,T20I # 647
New Zealand Vs England,England,10,Adil Rashid,8,6,1,0,133.33,not_out,T20I # 647
New Zealand Vs England,England,11,Mark Wood,5,3,1,0,166.66,not_out,T20I # 647
Bangladesh Vs Sri Lanka,Bangladesh,1,Zakir Hasan,10,9,0,111.11,51,out,T20I # 648
Bangladesh Vs Sri Lanka,Bangladesh,2,Soumya Sarkar,32,6,159.37,66,44,out,T20I # 648
Bangladesh Vs Sri Lanka,Bangladesh,3,Mushfiqur Rahim,7,1,0,2,0,not_out,T20I # 648
Bangladesh Vs Sri Lanka,Bangladesh,4,Afif Hossain,0,0.00,31,2,2,out,T20I # 648
Bangladesh Vs Sri Lanka,Bangladesh,5,Mahmudullah,138.70,1,0,0,50.00,out,T20I # 648
Bangladesh Vs Sri Lanka,Bangladesh,6,Sabbir Rahman,1,1,0,100.00,3,out,T20I # 648
Bangladesh Vs Sri Lanka,Bangladesh,7,Ariful Haque,0,39,7,5,2,not_out,T20I # 648
Bangladesh Vs Sri Lanka,Sri Lanka,1,Kusal Mendis,6,0,4,7,0,out,T20I # 648
Bangladesh Vs Sri Lanka,Sri Lanka,2,Danushka Gunathilaka,0,57.14,24,3,3,out,T20I # 648
Bangladesh Vs Sri Lanka,Sri Lanka,3,Upul Tharanga,175.00,11,2,0,122.22,out,T20I # 648
Bangladesh Vs Sri Lanka,Sri Lanka,4,Dasun Shanaka,39,18,3,216.66,4,not_out,T20I # 648
Bangladesh Vs Sri Lanka,Sri Lanka,5,Niroshan Dickwella,0,25,11,2,1,out,T20I # 648
Bangladesh Vs Sri Lanka,Sri Lanka,6,Thisara Perera,1,0,0,33,16.50,not_out,T20I # 648
New Zealand Vs Australia,New Zealand,1,Martin Guptill,105,54,6,9,194.44,out,T20I # 649
New Zealand Vs Australia,New Zealand,2,Colin Munro,76,33,6,6,230.30,out,T20I # 649
New Zealand Vs Australia,New Zealand,3,Tim Seifert,12,6,1,1,200.00,out,T20I # 649
New Zealand Vs Australia,New Zealand,4,Mark Chapman,16,14,1,0,114.28,out,T20I # 649
New Zealand Vs Australia,New Zealand,5,Colin de Grandhomme,3,4,0,0,75.00,out,T20I # 649
New Zealand Vs Australia,New Zealand,6,Ross Taylor,17,6,0,2,283.33,not_out,T20I # 649
New Zealand Vs Australia,New Zealand,7,Kane Williamson,1,2,0,0,50.00,out,T20I # 649
New Zealand Vs Australia,New Zealand,8,Ben Wheeler,1,2,0,0,50.00,not_out,T20I # 649
New Zealand Vs Australia,Australia,1,David Warner,59,24,4,5,245.83,out,T20I # 649
New Zealand Vs Australia,Australia,2,D'Arcy Short,76,44,8,3,172.72,out,T20I # 649
New Zealand Vs Australia,Australia,3,Chris Lynn,18,13,1,1,138.46,out,T20I # 649
New Zealand Vs Australia,Australia,4,Glenn Maxwell,31,14,3,2,221.42,out,T20I # 649
New Zealand Vs Australia,Australia,5,Aaron Finch,36,14,3,3,257.14,not_out,T20I # 649
New Zealand Vs Australia,Australia,6,Marcus Stoinis,4,5,0,0,80.00,out,T20I # 649
New Zealand Vs Australia,Australia,7,Alex Carey,1,1,0,0,100.00,not_out,T20I # 649
England Vs New Zealand,England,1,Jason Roy,21,13,3,1,161.53,out,T20I # 650
England Vs New Zealand,England,2,Alex Hales,1,4,0,0,25.00,out,T20I # 650
England Vs New Zealand,England,3,Dawid Malan,53,36,2,5,147.22,out,T20I # 650
England Vs New Zealand,England,4,Eoin Morgan,80,46,4,6,173.91,not_out,T20I # 650
England Vs New Zealand,England,5,Jos Buttler,2,5,0,0,40.00,out,T20I # 650
England Vs New Zealand,England,6,Sam Billings,6,8,0,0,75.00,out,T20I # 650
England Vs New Zealand,England,7,David Willey,10,5,2,0,200.00,out,T20I # 650
England Vs New Zealand,England,8,Liam Dawson,10,3,1,1,333.33,out,T20I # 650
England Vs New Zealand,England,9,Chris Jordan,6,1,0,1,600.00,not_out,T20I # 650
England Vs New Zealand,New Zealand,1,Martin Guptill,62,47,3,4,131.91,out,T20I # 650
England Vs New Zealand,New Zealand,2,Colin Munro,57,21,3,7,271.42,out,T20I # 650
England Vs New Zealand,New Zealand,3,Kane Williamson,8,13,0,0,61.53,out,T20I # 650
England Vs New Zealand,New Zealand,4,Mark Chapman,37,30,2,2,123.33,not_out,T20I # 650
England Vs New Zealand,New Zealand,5,Ross Taylor,7,6,1,0,116.66,out,T20I # 650
England Vs New Zealand,New Zealand,6,Colin de Grandhomme,8,5,1,0,160.00,not_out,T20I # 650
Sri Lanka Vs Bangladesh,Sri Lanka,1,Danushka Gunathilaka,42,37,2,113.51,70,out,T20I # 651
Sri Lanka Vs Bangladesh,Sri Lanka,2,Kusal Mendis,42,6,166.66,31,17,out,T20I # 651
Sri Lanka Vs Bangladesh,Sri Lanka,3,Thisara Perera,3,1,25,13,4,out,T20I # 651
Sri Lanka Vs Bangladesh,Sri Lanka,4,Upul Tharanga,1,192.30,11,5,1,out,T20I # 651
Sri Lanka Vs Bangladesh,Sri Lanka,5,Dasun Shanaka,272.72,2,0,0,200.00,not_out,T20I # 651
Sri Lanka Vs Bangladesh,Sri Lanka,6,Dinesh Chandimal,4,0,11.25,8,7,not_out,T20I # 651
Sri Lanka Vs Bangladesh,Bangladesh,1,Tamim Iqbal,4,0,0.00,6,3,out,T20I # 651
Sri Lanka Vs Bangladesh,Bangladesh,2,Soumya Sarkar,0,1,5,3,1,out,T20I # 651
Sri Lanka Vs Bangladesh,Bangladesh,3,Mushfiqur Rahim,0,166.66,31,4,1,out,T20I # 651
Sri Lanka Vs Bangladesh,Bangladesh,4,Mohammad Mithun,132.25,2,0,0,66.66,out,T20I # 651
Sri Lanka Vs Bangladesh,Bangladesh,5,Mahmudullah,20,21,1,95.23,11,out,T20I # 651
Sri Lanka Vs Bangladesh,Bangladesh,6,Ariful Haque,11,1,100.00,8,9,out,T20I # 651
Sri Lanka Vs Bangladesh,Bangladesh,7,Mohammad Saifuddin,1,0,2,3,0,out,T20I # 651
Sri Lanka Vs Bangladesh,Bangladesh,8,Mahedi Hasan,0,66.66,1,0,0,out,T20I # 651
Sri Lanka Vs Bangladesh,Bangladesh,9,Mustafizur Rahman,100.00,2.1,23,10.61,7,out,T20I # 651
Sri Lanka Vs Bangladesh,Bangladesh,10,Abu Jayed,1,2,0,4,1,out,T20I # 651
Sri Lanka Vs Bangladesh,Bangladesh,11,Nazmul Islam,20,5.00,1,1,0,not_out,T20I # 651
India Vs South Africa,India,1,Rohit Sharma,21,9,2,2,233.33,out,T20I # 652
India Vs South Africa,India,2,Shikhar Dhawan,72,39,10,2,184.61,out,T20I # 652
India Vs South Africa,India,3,Suresh Raina,15,7,2,1,214.28,out,T20I # 652
India Vs South Africa,India,4,Virat Kohli,26,20,2,1,130.00,out,T20I # 652
India Vs South Africa,India,5,Manish Pandey,29,27,0,1,107.40,not_out,T20I # 652
India Vs South Africa,India,6,MS Dhoni,16,11,2,0,145.45,out,T20I # 652
India Vs South Africa,India,7,Hardik Pandya,13,7,2,0,185.71,not_out,T20I # 652
India Vs South Africa,South Africa,1,JJ Smuts,14,9,3,0,155.55,out,T20I # 652
India Vs South Africa,South Africa,2,Reeza Hendricks,70,50,8,1,140.00,out,T20I # 652
India Vs South Africa,South Africa,3,Jean-Paul Duminy,3,7,0,0,42.85,out,T20I # 652
India Vs South Africa,South Africa,4,David Miller,9,5,0,1,180.00,out,T20I # 652
India Vs South Africa,South Africa,5,Farhaan Behardien,39,27,3,2,144.44,out,T20I # 652
India Vs South Africa,South Africa,6,Heinrich Klaasen,16,8,1,1,200.00,out,T20I # 652
India Vs South Africa,South Africa,7,Andile Phehlukwayo,13,8,2,0,162.50,out,T20I # 652
India Vs South Africa,South Africa,8,Chris Morris,0,1,0,0,0.00,out,T20I # 652
India Vs South Africa,South Africa,9,Dane Paterson,1,1,0,0,100.00,out,T20I # 652
India Vs South Africa,South Africa,10,Junior Dala,2,3,0,0,66.66,not_out,T20I # 652
India Vs South Africa,South Africa,11,Tabraiz Shamsi,0,2,0,0,0.00,not_out,T20I # 652
New Zealand Vs Australia,New Zealand,1,Martin Guptill,21,15,2,1,140.00,out,T20I # 653
New Zealand Vs Australia,New Zealand,2,Colin Munro,29,14,3,2,207.14,out,T20I # 653
New Zealand Vs Australia,New Zealand,3,Kane Williamson,9,9,1,0,100.00,out,T20I # 653
New Zealand Vs Australia,New Zealand,4,Mark Chapman,8,9,1,0,88.88,out,T20I # 653
New Zealand Vs Australia,New Zealand,5,Ross Taylor,43,38,2,1,113.15,not_out,T20I # 653
New Zealand Vs Australia,New Zealand,6,Colin de Grandhomme,10,6,1,0,166.66,out,T20I # 653
New Zealand Vs Australia,New Zealand,7,Mitchell Santner,0,1,0,0,0.00,out,T20I # 653
New Zealand Vs Australia,New Zealand,8,Tim Seifert,3,8,0,0,37.50,out,T20I # 653
New Zealand Vs Australia,New Zealand,9,Tim Southee,5,3,1,0,166.66,out,T20I # 653
New Zealand Vs Australia,New Zealand,10,Ish Sodhi,13,16,0,1,81.25,out,T20I # 653
New Zealand Vs Australia,New Zealand,11,Trent Boult,1,1,0,0,100.00,not_out,T20I # 653
New Zealand Vs Australia,Australia,1,David Warner,25,23,2,0,108.69,out,T20I # 653
New Zealand Vs Australia,Australia,2,D'Arcy Short,50,30,6,3,166.66,out,T20I # 653
New Zealand Vs Australia,Australia,3,Ashton Agar,2,5,0,0,40.00,out,T20I # 653
New Zealand Vs Australia,Australia,4,Glenn Maxwell,20,18,0,1,111.11,not_out,T20I # 653
New Zealand Vs Australia,Australia,5,Aaron Finch,18,13,0,1,138.46,not_out,T20I # 653
India Vs South Africa,India,1,Shikhar Dhawan,24,14,3,2,171.42,out,T20I # 654
India Vs South Africa,India,2,Rohit Sharma,0,1,0,0,0.00,out,T20I # 654
India Vs South Africa,India,3,Suresh Raina,31,24,5,0,129.16,out,T20I # 654
India Vs South Africa,India,4,Virat Kohli,1,5,0,0,20.00,out,T20I # 654
India Vs South Africa,India,5,Manish Pandey,79,48,6,3,164.58,not_out,T20I # 654
India Vs South Africa,India,6,MS Dhoni,52,28,4,3,185.71,not_out,T20I # 654
India Vs South Africa,South Africa,1,Reeza Hendricks,26,17,5,0,152.94,out,T20I # 654
India Vs South Africa,South Africa,2,JJ Smuts,2,9,0,0,22.22,out,T20I # 654
India Vs South Africa,South Africa,3,Jean-Paul Duminy,64,40,4,3,160.00,not_out,T20I # 654
India Vs South Africa,South Africa,4,Heinrich Klaasen,69,30,3,7,230.00,out,T20I # 654
India Vs South Africa,South Africa,5,David Miller,5,6,0,0,83.33,out,T20I # 654
India Vs South Africa,South Africa,6,Farhaan Behardien,16,10,0,1,160.00,not_out,T20I # 654
