match,teamInnings,battingPos,batsmanName,runs,balls,4s,6s,SR,out/not_out,match_id
Bahrain Vs Saudi Arabia,Bahrain,1,Imran Ali,58,53,3,109.43,30,out,T20I # 719
Bahrain Vs Saudi Arabia,Bahrain,2,Sarfaraz Ali,18,4,166.66,16,19,out,T20I # 719
Bahrain Vs Saudi Arabia,Bahrain,3,Shahbaz Badar,1,0,28,15,4,out,T20I # 719
Bahrain Vs Saudi Arabia,Bahrain,4,Ammad Uddin,1,186.66,8,1,0,out,T20I # 719
Bahrain Vs Saudi Arabia,Bahrain,5,Fiaz Ahmed,137.50,12,1,0,133.33,not_out,T20I # 719
Bahrain Vs Saudi Arabia,Bahrain,6,Anasim Khan,3,0,9.00,-,-,not_out,T20I # 719
Bahrain Vs Saudi Arabia,Saudi Arabia,1,Abbas Saad,27,1,81.48,7,7,out,T20I # 719
Bahrain Vs Saudi Arabia,Saudi Arabia,2,Sajid Cheema,1,0,42,36,3,out,T20I # 719
Bahrain Vs Saudi Arabia,Saudi Arabia,3,Abdul Wahid,1,116.66,1,0,0,out,T20I # 719
Bahrain Vs Saudi Arabia,Saudi Arabia,4,Muhammad Naeem,0.00,1,0,0,33.33,out,T20I # 719
Bahrain Vs Saudi Arabia,Saudi Arabia,5,Shoaib Ali,15,11,0,136.36,11,out,T20I # 719
Bahrain Vs Saudi Arabia,Saudi Arabia,6,Muhammad Nadeem,7,0,157.14,8,5,out,T20I # 719
Bahrain Vs Saudi Arabia,Saudi Arabia,7,Faisal Khan,0,1,14,9,0,out,T20I # 719
Bahrain Vs Saudi Arabia,Saudi Arabia,8,Ibrarul Haq,1,155.55,7,0,0,out,T20I # 719
Bahrain Vs Saudi Arabia,Saudi Arabia,9,Muhammad Hamayun,28.57,4,27,6.75,-,out,T20I # 719
Bahrain Vs Saudi Arabia,Saudi Arabia,10,Mohammad Adnan,-,-,0,3,0,not_out,T20I # 719
Bahrain Vs Saudi Arabia,Saudi Arabia,11,Usman Ali,17,5.66,-,-,2,not_out,T20I # 719
