match,bowlingTeam,bowlerName,overs,maiden,runs,wickets,economy,0s,4s,6s,wides,noBalls,match_id
Afghanistan Vs Ireland,Ireland,Alex Cusack,4,0,38,0,9.50,9,4,1,2,0,T20I # 128
Afghanistan Vs Ireland,Ireland,Trent Johnston,4,1,22,4,5.50,16,4,0,0,0,T20I # 128
Afghanistan Vs Ireland,Ireland,Kevin O'Brien,4,0,34,0,8.50,7,4,0,0,0,T20I # 128
Afghanistan Vs Ireland,Ireland,Andre Botha,4,0,14,3,3.50,15,0,1,0,0,T20I # 128
Afghanistan Vs Ireland,Ireland,George Dockrell,4,0,11,2,2.75,15,0,0,0,0,T20I # 128
Afghanistan Vs Ireland,Afghanistan,Shapoor Zadran,2,0,18,0,9.00,5,3,0,0,0,T20I # 128
Afghanistan Vs Ireland,Afghanistan,Mohammad Nabi,4,1,19,1,4.75,15,3,0,0,0,T20I # 128
Afghanistan Vs Ireland,Afghanistan,Dawlat Ahmadzai,2,0,25,1,12.50,3,5,0,0,0,T20I # 128
Afghanistan Vs Ireland,Afghanistan,Karim Sadiq,4,0,17,2,4.25,12,1,0,1,0,T20I # 128
Afghanistan Vs Ireland,Afghanistan,Samiullah Shinwari,3,0,19,0,6.33,10,2,0,1,0,T20I # 128
Afghanistan Vs Ireland,Afghanistan,Hamid Hassan,3,0,14,1,4.66,8,1,0,0,0,T20I # 128
Afghanistan Vs Ireland,Afghanistan,Nawroz Mangal,0.1,0,4,0,24.00,0,1,0,0,0,T20I # 128
Scotland Vs Kenya,Kenya,Nehemiah Odhiambo,9,4.50,9,0,2,0,0,0,4,0,T20I # 129
Scotland Vs Kenya,Kenya,Tony Suji,24,6.00,8,1,2,0,0,0,4,0,T20I # 129
Scotland Vs Kenya,Kenya,Hiren Varaiya,28,7.00,13,0,2,2,0,0,4,0,T20I # 129
Scotland Vs Kenya,Kenya,Jimmy Kamande,10,2.50,15,3,0,0,0,0,4,0,T20I # 129
Scotland Vs Kenya,Kenya,Steve Tikolo,10,2.50,-,1,-,-,0,0,60,48,T20I # 129
Scotland Vs Kenya,Kenya,Shem Ngoche,7,2,125.00,2,46,28,7,1,164.28,3,T20I # 129
Scotland Vs Kenya,Scotland,Dewald Nel,2,2,2,0,0,0,2,0,19,9.50,T20I # 129
Scotland Vs Kenya,Scotland,Gordon Goudie,5,4,0,0,0,0,3,1,14,4.66,T20I # 129
Scotland Vs Kenya,Scotland,Jan Stander,10,1,0,0,0,0,2,0,14,7.00,T20I # 129
Scotland Vs Kenya,Scotland,Majid Haq,6,1,1,0,0,0,1,0,11,11.00,T20I # 129
Scotland Vs Kenya,Scotland,Ross Lyons,1,1,0,0,0,0,0.3,0,5,10.00,T20I # 129
Canada Vs Ireland,Ireland,Phil Eaglestone,2,0,16,0,8.00,5,2,0,1,0,T20I # 130
Canada Vs Ireland,Ireland,Trent Johnston,4,0,26,0,6.50,14,2,1,1,0,T20I # 130
Canada Vs Ireland,Ireland,Kevin O'Brien,4,0,38,0,9.50,7,4,1,1,0,T20I # 130
Canada Vs Ireland,Ireland,Gary Kidd,3,0,32,0,10.66,2,3,1,0,0,T20I # 130
Canada Vs Ireland,Ireland,Andre Botha,4,0,35,3,8.75,6,4,1,0,0,T20I # 130
Canada Vs Ireland,Ireland,John Mooney,2,0,16,0,8.00,5,3,0,0,0,T20I # 130
Canada Vs Ireland,Ireland,Paul Stirling,1,0,10,0,10.00,0,1,0,0,0,T20I # 130
Canada Vs Ireland,Canada,Henry Osinde,1,0,13,0,13.00,1,2,0,1,0,T20I # 130
Canada Vs Ireland,Canada,Khurram Chohan,4,0,24,1,6.00,12,3,0,0,0,T20I # 130
Canada Vs Ireland,Canada,Harvir Baidwan,4,0,38,1,9.50,6,4,1,0,0,T20I # 130
Canada Vs Ireland,Canada,Rizwan Cheema,4,0,41,0,10.25,6,5,1,1,0,T20I # 130
Canada Vs Ireland,Canada,Hiral Patel,1,0,6,0,6.00,1,0,0,0,0,T20I # 130
Canada Vs Ireland,Canada,Sunil Dhaniram,2,0,17,0,8.50,2,2,0,0,0,T20I # 130
